OBJID;RA;DEC;NH;ENERGY_SLOPE;ENERGY_SLOPE_ERROR;EXPOSURE_TIME;nufnu_3keV(erg.s-1.cm-2);nufnu_error_3keV(erg.s-1.cm-2);nufnu_0.5keV(erg.s-1.cm-2);nufnu_error_0.5keV(erg.s-1.cm-2);upper_limit_0.5keV(erg.s-1.cm-2);nufnu_1.5keV(erg.s-1.cm-2);nufnu_error_1.5keV(erg.s-1.cm-2);upper_limit_1.5keV(erg.s-1.cm-2);nufnu_4.5keV(erg.s-1.cm-2);nufnu_error_4.5keV(erg.s-1.cm-2);upper_limit_4.5keV(erg.s-1.cm-2)
372;-36.47325416666672;-0.8792769444444445;3.77e+20;0.8;-999/-999;51735.3;7.3467e-15;1.99136e-15;2.47318e-15;1.56664e-15;-999.0;6.74127e-15;3.01526e-15;-999.0;1.2665100000000001e-14;4.91063e-15;-999.0
373;-36.763787500000035;-0.9211283333333333;3.74e+20;0.8;-999/-999;69868.1;7.10408e-15;1.84743e-15;5.0519100000000005e-15;2.13452e-15;-999.0;8.27821e-15;3.2068600000000002e-15;-999.0;4.15014e-15;2.76226e-15;-999.0
374;-36.79827500000005;-0.8569894444444445;3.7e+20;0.8;-999/-999;64915.9;5.40006e-15;1.70304e-15;6.22846e-16;7.94141e-16;-999.0;1.10898e-14;3.85201e-15;-999.0;2.56673e-15;2.35145e-15;-999.0
375;-36.50877916666667;-0.9428755555555556;3.8e+20;0.8;-999/-999;50371.0;1.39447e-14;2.56284e-15;1.10755e-14;3.09807e-15;-999.0;1.2561e-14;3.93563e-15;-999.0;1.1327500000000001e-14;4.64593e-15;-999.0
376;-36.57779166666671;-0.6493122222222222;3.62e+20;0.39899999999999997;+0.28/-0.21;50732.9;2.36221e-14;3.7436e-15;1.19678e-14;2.84496e-15;-999.0;9.319370000000001e-15;3.2492199999999996e-15;-999.0;2.99715e-14;7.12476e-15;-999.0
377;-36.45923333333337;-0.7715330555555556;3.72e+20;0.8;-999/-999;42486.6;1.5692099999999998e-14;2.6981899999999998e-15;1.0873200000000002e-14;2.99045e-15;-999.0;1.48702e-14;4.08975e-15;-999.0;1.49089e-14;5.12611e-15;-999.0
378;-36.57272083333339;-0.6533641666666666;3.63e+20;0.8;-999/-999;52993.2;1.02759e-14;2.2656e-15;3.1526499999999997e-15;1.73005e-15;-999.0;1.5173e-14;4.58701e-15;-999.0;9.78671e-15;4.3160800000000005e-15;-999.0
379;-36.79425416666669;-0.8827608333333333;3.71e+20;1.839;+0.20/-0.15;65851.0;2.10655e-14;1.48512e-15;7.71569e-14;7.30732e-15;-999.0;5.3662699999999995e-14;6.39625e-15;-999.0;1.46386e-14;3.48906e-15;-999.0
380;-36.582645833333345;-0.6438058333333333;3.62e+20;1.0;+0.23/-0.18;48652.5;2.6072900000000004e-14;2.975e-15;2.0569e-14;4.0677e-15;-999.0;3.2652600000000004e-14;5.6358400000000005e-15;-999.0;2.5796299999999995e-14;6.12132e-15;-999.0
381;-36.58937083333336;-0.6399566666666666;3.62e+20;0.8;-999/-999;48147.4;2.2662200000000003e-14;3.1141e-15;1.04166e-14;2.73888e-15;-999.0;3.82327e-14;6.5106700000000005e-15;-999.0;7.19693e-15;3.4058599999999997e-15;-999.0
382;-36.57570833333335;-0.6414405555555556;3.62e+20;0.7070000000000001;+0.27/-0.20;46465.7;2.28725e-14;3.19788e-15;5.89605e-15;2.0573699999999997e-15;-999.0;2.91913e-14;5.45847e-15;-999.0;2.55472e-14;6.500100000000001e-15;-999.0
383;-36.706941666666694;-0.6474780555555555;3.61e+20;0.8;-999/-999;40544.5;1.3423599999999998e-14;2.54718e-15;1.51933e-14;3.55379e-15;-999.0;5.23089e-15;2.44634e-15;-999.0;1.18151e-14;4.6882500000000004e-15;-999.0
384;-36.586100000000044;-0.6339905555555555;3.61e+20;0.8;-999/-999;41080.8;1.66982e-14;2.8302e-15;7.674720000000001e-15;2.6016e-15;-999.0;2.1134900000000002e-14;5.21297e-15;-999.0;1.59153e-14;5.395e-15;-999.0
385;-36.47541666666672;-0.9448438888888889;3.81e+20;0.8;-999/-999;36895.7;1.76328e-14;2.99103e-15;2.33376e-15;1.48445e-15;-999.0;1.2695200000000002e-14;3.99353e-15;-999.0;4.29254e-14;9.001700000000001e-15;-999.0
386;-27.20893333333339;-0.39159861111111116;4.75e+20;0.8;-999/-999;7811.7;1.48293e-13;1.7601599999999998e-14;1.5215799999999999e-13;2.45259e-14;-999.0;1.17155e-13;2.4211900000000004e-14;-999.0;8.13948e-14;2.55804e-14;-999.0
387;-27.291779166666686;-0.38009027777777776;4.7e+20;0.8;-999/-999;7863.0;3.25727e-14;9.519899999999999e-15;1.3937299999999999e-14;8.498269999999999e-15;-999.0;3.5880199999999996e-14;1.5443100000000002e-14;-999.0;4.00775e-14;2.01198e-14;-999.0
388;-27.29068333333339;-0.29483444444444445;4.58e+20;0.8;-999/-999;6924.0;2.5200400000000003e-14;8.7552e-15;2.89862e-14;1.28747e-14;-999.0;2.7826599999999997e-14;-2.17235e-11;8.2813e-14;3.73415e-14;2.0305200000000003e-14;-999.0
389;-27.169804166666722;-0.5242577777777778;4.92e+20;0.8;-999/-999;7342.9;2.0214e-14;7.96176e-15;9.81412e-15;7.73442e-15;-999.0;2.21682e-14;-1.96319e-11;8.23483e-14;5.5574699999999996e-14;2.53708e-14;-999.0
390;-27.319250000000068;-0.46092222222222223;4.78e+20;0.8;-999/-999;8246.3;2.98191e-14;9.543299999999999e-15;1.64539e-14;9.86893e-15;-999.0;5.26756e-14;1.97951e-14;-999.0;8.23166e-14;-3.5094e-11;1.03558e-13
391;-27.025091666666697;-0.3230561111111111;4.74e+20;0.8;-999/-999;7557.8;3.3126e-14;9.82488e-15;1.4197899999999998e-14;9.156090000000001e-15;-999.0;2.7345799999999997e-14;1.4393700000000002e-14;-999.0;5.4262199999999996e-14;2.4445e-14;-999.0
392;-27.00950416666666;-0.37249361111111107;4.81e+20;0.8;-999/-999;7513.6;5.3401599999999994e-14;1.2196899999999999e-14;8.60588e-14;2.19041e-14;-999.0;2.2011700000000002e-14;1.2497700000000001e-14;-999.0;8.729400000000001e-14;-4.48199e-11;1.0805e-13
393;-27.30020833333333;-0.5217155555555556;4.86e+20;0.8;-999/-999;7746.6;2.6490600000000002e-14;9.41888e-15;4.2784500000000006e-14;-1.82376e-11;6.79418e-14;2.61777e-14;1.4607e-14;-999.0;5.83805e-14;2.6865800000000002e-14;-999.0
394;-32.61419166666673;0.3764708333333333;6.61e+20;0.8;-999/-999;4654.9;4.73783e-14;1.50088e-14;4.9353300000000005e-14;2.25845e-14;-999.0;1.42107e-14;1.2603299999999999e-14;-999.0;6.22273e-14;3.21327e-14;-999.0
395;-32.71888750000005;0.5526258333333334;6.52e+20;0.8;-999/-999;4273.3;2.12077e-13;3.087e-14;1.86179e-13;4.165069999999999e-14;-999.0;1.95909e-13;4.63538e-14;-999.0;1.43137e-13;4.60683e-14;-999.0
396;-32.64679166666673;0.2947325;6.65e+20;0.8;-999/-999;4553.4;2.96324e-14;1.2546899999999999e-14;2.61598e-14;-2.61566e-11;5.84418e-14;4.0594e-14;2.33982e-14;-999.0;4.44514e-14;2.9272900000000006e-14;-999.0
397;-4.956120833333387;0.1726436111111111;3.48e+20;0.8;-999/-999;762.2;6.81533e-13;1.21174e-13;3.1171999999999996e-13;1.1077699999999999e-13;-999.0;4.3284099999999997e-13;1.5382e-13;-999.0;1.30478e-12;3.24713e-13;-999.0
398;-14.57265833333338;-1.1007097222222224;4.32e+20;0.8;-999/-999;4686.0;4.9808499999999997e-14;1.4475e-14;2.8329e-14;1.48885e-14;-999.0;4.97163e-14;2.2711900000000004e-14;-999.0;5.57923e-14;2.9322e-14;-999.0
399;-14.622408333333397;-1.1658074999999999;4.34e+20;0.8;-999/-999;4875.6;4.9506300000000005e-14;1.4484e-14;5.63033e-14;2.11261e-14;-999.0;2.4708900000000002e-14;1.6678599999999998e-14;-999.0;3.6927999999999994e-14;2.49265e-14;-999.0
400;-14.630004166666708;-1.1754655555555555;4.34e+20;0.8;-999/-999;4872.4;4.00772e-14;1.3325299999999999e-14;7.59957e-14;2.52678e-14;-999.0;1.99963e-14;-3.32163e-11;9.425310000000001e-14;2.98848e-14;-4.96424e-11;1.40863e-13
401;-14.659545833333368;-1.0547616666666668;4.31e+20;0.8;-999/-999;4874.8;2.95353e-14;1.18662e-14;5.5931600000000003e-14;-2.24494e-11;7.39086e-14;5.899540000000001e-14;2.5393700000000002e-14;-999.0;2.20465e-14;1.92974e-14;-999.0
402;-14.448329166666667;-1.2042775;4.31e+20;0.8;-999/-999;4633.2;2.92459e-14;1.2155599999999999e-14;4.4284899999999997e-14;1.9950099999999997e-14;-999.0;5.841739999999999e-14;-3.03178e-11;9.65313e-14;2.1825e-14;1.9659299999999998e-14;-999.0
403;-14.46537916666665;-0.9703244444444444;4.27e+20;0.8;-999/-999;4470.3;3.12185e-14;1.25741e-14;2.3616099999999997e-14;1.45801e-14;-999.0;3.12099e-14;1.92683e-14;-999.0;2.33306e-14;2.0360299999999998e-14;-999.0
404;-14.637708333333421;-0.9142911111111112;4.26e+20;0.8;-999/-999;3926.7;6.20397e-14;1.87824e-14;1.17243e-13;3.54952e-14;-999.0;6.20284e-14;-4.69004e-11;1.70777e-13;4.63795e-14;-7.01525e-11;2.55444e-13
2282;17.550324999999987;-0.13280194444444446;3.07e+20;0.131;+0.22/-0.17;15236.2;1.13711e-13;1.3991299999999998e-14;4.56669e-15;2.80896e-15;-999.0;9.60385e-14;1.7237700000000002e-14;-999.0;1.60728e-13;2.8848700000000005e-14;-999.0
410;17.608458333333346;0.11986055555555555;2.93e+20;0.8;-999/-999;5116.9;2.7719299999999997e-14;1.0789e-14;4.9500800000000005e-14;1.92668e-14;-999.0;4.0692199999999996e-14;-2.7691999999999998e-11;6.72398e-14;4.62878e-14;-4.19926e-11;1.01964e-13
411;40.66974999999999;-0.012983055555555555;2.92e+20;1.818;+0.01/-0.01;37614.1;3.14125e-12;1.94743e-14;1.34782e-11;1.0321600000000001e-13;-999.0;5.31864e-12;6.7284e-14;-999.0;2.20711e-12;4.99434e-14;-999.0
412;40.769724999999994;0.0010038888888888888;2.93e+20;0.396;+0.27/-0.20;39860.7;3.2994e-14;4.7977800000000004e-15;9.55571e-15;2.9339700000000002e-15;-999.0;2.41304e-14;5.9538400000000005e-15;-999.0;4.18795e-14;9.64486e-15;-999.0
413;40.69834583333335;0.08363722222222222;2.93e+20;0.8;-999/-999;38321.3;7.16359e-15;2.21312e-15;4.56969e-15;2.25841e-15;-999.0;9.20105e-15;4.06211e-15;-999.0;3.98855e-15;3.2028e-15;-999.0
414;40.78397083333334;-0.024055833333333332;2.94e+20;0.8;-999/-999;39691.4;1.38923e-14;2.90577e-15;8.273779999999999e-15;2.98865e-15;-999.0;1.01976e-14;4.0697899999999994e-15;-999.0;2.06141e-14;7.200100000000001e-15;-999.0
415;40.75050416666667;-0.06608722222222223;2.93e+20;0.8;-999/-999;38077.3;1.5644e-14;3.18136e-15;1.07474e-14;3.4951900000000003e-15;-999.0;1.7009000000000002e-14;5.2384500000000005e-15;-999.0;1.1726899999999999e-14;5.40537e-15;-999.0
416;40.616712500000006;0.0686086111111111;2.91e+20;0.8;-999/-999;38254.6;7.91309e-15;2.3497399999999998e-15;2.5673100000000003e-15;1.8447199999999997e-15;-999.0;3.69878e-15;2.65772e-15;-999.0;1.96321e-14;7.329040000000001e-15;-999.0
417;40.71686249999999;-0.10365055555555557;2.92e+20;0.8;-999/-999;38384.1;1.0310799999999999e-14;2.62713e-15;5.2570500000000005e-15;2.42565e-15;-999.0;9.46297e-15;3.9586e-15;-999.0;1.43512e-14;6.00346e-15;-999.0
418;40.685016666666655;-0.10953583333333333;2.92e+20;1.99;+0.17/-0.15;38245.4;3.5743800000000005e-14;2.1133199999999998e-15;1.80005e-13;1.35833e-14;-999.0;9.84704e-14;1.05403e-14;-999.0;2.3441e-14;5.28758e-15;-999.0
419;40.71242916666665;0.1698761111111111;2.94e+20;0.8;-999/-999;28590.7;2.3190799999999998e-14;3.73599e-15;1.46219e-14;3.94284e-15;-999.0;2.4525400000000002e-14;6.10646e-15;-999.0;2.125e-14;6.9468100000000006e-15;-999.0
420;40.55844999999999;-0.02726722222222222;2.88e+20;0.8;-999/-999;33994.7;1.3605e-14;3.1758400000000003e-15;6.9263099999999995e-15;2.99689e-15;-999.0;7.5014e-15;3.84305e-15;-999.0;2.65501e-14;8.75125e-15;-999.0
421;40.54925416666666;0.030833055555555558;2.87e+20;0.8;-999/-999;37287.7;2.1159999999999998e-14;3.7268099999999995e-15;1.8855000000000002e-14;4.67626e-15;-999.0;1.5558700000000003e-14;5.0110300000000005e-15;-999.0;1.7707299999999998e-14;6.611929999999999e-15;-999.0
422;40.58509166666667;-0.08398805555555555;2.89e+20;0.8;-999/-999;32681.7;1.03114e-14;2.90073e-15;2.04256e-15;1.75446e-15;-999.0;1.17862e-14;5.06189e-15;-999.0;1.7880000000000002e-14;7.679040000000001e-15;-999.0
423;40.69961666666666;-0.14553472222222222;2.9e+20;0.8;-999/-999;38036.7;8.351600000000001e-15;2.4872399999999998e-15;1.48942e-15;1.3989800000000001e-15;-999.0;1.28821e-14;4.9204900000000004e-15;-999.0;9.77008e-15;5.22292e-15;-999.0
424;40.87827083333332;-0.017706944444444445;2.97e+20;0.8;-999/-999;27391.6;1.03412e-14;2.7702e-15;6.937560000000001e-15;3.09713e-15;-999.0;1.32766e-14;5.1094e-15;-999.0;5.02948e-15;3.70528e-15;-999.0
425;40.546954166666666;-0.027014444444444445;2.88e+20;0.8;-999/-999;33347.3;1.2819299999999999e-14;3.1758400000000003e-15;1.14192e-14;4.0426e-15;-999.0;1.41291e-14;5.36677e-15;-999.0;3.57271e-15;3.3286e-15;-999.0
426;40.85634166666665;-0.07052083333333334;2.97e+20;0.925;+0.15/-0.12;30984.6;7.89802e-14;6.215e-15;3.2704900000000003e-14;5.75383e-15;-999.0;1.2383e-13;1.3192099999999999e-14;-999.0;8.05002e-14;1.3017500000000001e-14;-999.0
427;40.53649583333333;0.03435;2.87e+20;0.8;-999/-999;34451.7;3.03252e-14;4.41696e-15;1.3505100000000001e-14;3.85263e-15;-999.0;4.4605599999999996e-14;8.58018e-15;-999.0;2.11453e-14;7.38791e-15;-999.0
428;40.81887916666665;-0.12433972222222223;2.96e+20;0.8;-999/-999;25222.5;1.75706e-14;3.59996e-15;1.1428299999999998e-14;3.8325400000000005e-15;-999.0;2.4612599999999998e-14;6.82243e-15;-999.0;6.21937e-15;4.33739e-15;-999.0
429;40.53045416666666;0.011160277777777778;2.87e+20;0.987;+0.23/-0.18;34723.3;3.56611e-14;4.21056e-15;3.88601e-14;6.5233900000000005e-15;-999.0;2.9063799999999996e-14;6.42988e-15;-999.0;3.5445099999999995e-14;8.59152e-15;-999.0
430;40.84000416666666;-0.12836916666666667;2.96e+20;0.8;-999/-999;20192.8;2.92566e-14;4.70764e-15;2.09329e-14;5.34278e-15;-999.0;3.00592e-14;7.672119999999999e-15;-999.0;2.27864e-14;8.10566e-15;-999.0
431;40.50378749999999;0.005711666666666667;2.87e+20;0.9259999999999999;+0.10/-0.09;24323.4;1.82487e-13;1.0021299999999999e-14;1.48637e-13;1.2858000000000002e-14;-999.0;1.85472e-13;1.7075099999999997e-14;-999.0;1.8586e-13;2.06575e-14;-999.0
432;40.71254583333334;-0.18712694444444444;2.9e+20;0.426;+0.28/-0.21;26412.8;4.13972e-14;6.338150000000001e-15;1.59589e-14;4.39182e-15;-999.0;2.5712900000000003e-14;7.07608e-15;-999.0;5.18609e-14;1.27382e-14;-999.0
433;40.48970833333334;0.16141805555555555;2.88e+20;0.8;-999/-999;3400.6;1.31425e-12;3.5900800000000005e-14;1.63943e-12;5.3319000000000004e-14;-999.0;1.0143899999999999e-12;5.231799999999999e-14;-999.0;1.9728e-12;-1.39945e-10;3.38734e-12
2274;17.60252083333333;-0.2619688888888889;3.09e+20;0.8;-999/-999;14843.8;3.2697700000000006e-14;6.2586e-15;2.76577e-14;7.68965e-15;-999.0;2.9543099999999997e-14;9.613890000000001e-15;-999.0;2.2365200000000003e-14;1.01072e-14;-999.0
2275;17.63221250000001;-0.2703552777777778;3.08e+20;0.8;-999/-999;15610.1;1.7503900000000003e-14;4.72702e-15;1.1439e-14;5.09735e-15;-999.0;1.6299100000000002e-14;7.26301e-15;-999.0;1.85052e-14;9.7728e-15;-999.0
2276;17.56273333333334;-0.17682666666666666;3.08e+20;0.8;-999/-999;15400.4;1.51265e-14;4.4489600000000004e-15;1.0192200000000002e-14;4.97741e-15;-999.0;1.45225e-14;7.09212e-15;-999.0;1.46565e-14;8.78635e-15;-999.0
3403;17.605091666666652;-0.39154916666666667;3.11e+20;0.8;-999/-999;17129.6;1.67282e-14;4.5926099999999995e-15;1.5052000000000002e-14;5.85552e-15;-999.0;1.07023e-14;5.87647e-15;-999.0;1.61991e-14;8.894660000000001e-15;-999.0
2279;17.70648750000001;-0.18396388888888887;3.06e+20;0.8;-999/-999;16191.5;2.63133e-14;5.83506e-15;3.15106e-15;2.65707e-15;-999.0;2.6969599999999997e-14;9.47512e-15;-999.0;5.444199999999999e-14;1.65806e-14;-999.0
3405;17.622179166666655;-0.42169500000000004;3.2e+20;0.8;-999/-999;13710.4;2.18877e-14;5.44401e-15;5.64883e-15;3.62383e-15;-999.0;7.9865e-15;5.12348e-15;-999.0;6.038480000000001e-14;1.7705700000000002e-14;-999.0
2281;17.666612499999985;-0.40950138888888893;3.1e+20;0.8;-999/-999;13089.4;6.949039999999999e-14;8.90368e-15;5.4356500000000007e-14;1.10515e-14;-999.0;6.96195e-14;1.50421e-14;-999.0;4.68281e-14;1.51799e-14;-999.0
2284;17.64929166666667;-0.1296261111111111;3.05e+20;0.8;-999/-999;15752.1;2.4778e-14;5.69449e-15;1.66807e-14;6.38707e-15;-999.0;3.17498e-14;1.04243e-14;-999.0;1.2020100000000001e-14;7.891249999999999e-15;-999.0
443;17.60409999999999;-0.12392777777777778;3.06e+20;0.8;-999/-999;13442.5;1.3648500000000001e-14;5.00148e-15;2.4509900000000003e-14;8.98164e-15;-999.0;1.9978900000000003e-14;-1.27996e-11;7.68474e-14;7.56798e-15;-1.93835e-11;1.16377e-13
444;17.57286666666667;-0.4328563888888889;3.23e+20;0.8;-999/-999;10717.7;2.94551e-14;7.126229999999999e-15;3.19754e-14;9.91617e-15;-999.0;1.50439e-14;8.11402e-15;-999.0;2.2731400000000002e-14;1.22661e-14;-999.0
2285;17.74952916666666;-0.21142166666666667;3.05e+20;0.8;-999/-999;14863.9;1.45834e-14;4.58337e-15;2.90933e-15;2.78717e-15;-999.0;8.30315e-15;5.4951e-15;-999.0;3.7742199999999994e-14;1.46344e-14;-999.0
3411;17.7704875;-0.2744463888888889;3.06e+20;0.8;-999/-999;12125.7;3.04257e-14;6.52971e-15;6.07009e-15;-1.17136e-11;4.50579e-14;1.94842e-14;8.254250000000001e-15;-999.0;8.85087e-14;2.19547e-14;-999.0
1161;58.334074999999984;-0.025187222222222222;1.12e+21;0.8;-999/-999;283830.0;4.57853e-15;7.7778e-16;2.74696e-15;9.71955e-16;-999.0;4.1490600000000004e-15;1.11895e-15;-999.0;5.207009999999999e-15;1.4648600000000001e-15;-999.0
1154;58.35658749999999;0.03935138888888889;1.12e+21;1.68;+0.21/-0.17;278452.0;6.7767899999999994e-15;5.78934e-16;2.2886900000000004e-14;2.7603200000000003e-15;-999.0;1.0493799999999999e-14;1.52071e-15;-999.0;5.05119e-15;1.11521e-15;-999.0
449;58.36115000000001;-0.023586944444444445;1.12e+21;0.8;-999/-999;100281.0;4.40915e-15;1.2963e-15;1.4696e-15;1.20004e-15;-999.0;2.6653500000000002e-15;1.5236700000000002e-15;-999.0;8.35895e-15;3.1847e-15;-999.0
1170;58.37341666666666;-0.019139444444444445;1.13e+21;0.603;+0.12/-0.11;285749.0;2.3662099999999998e-14;1.57877e-15;8.07875e-15;1.3372e-15;-999.0;2.12592e-14;2.15933e-15;-999.0;2.7597800000000002e-14;2.91639e-15;-999.0
1174;58.39052083333331;-0.0003508333333333333;1.13e+21;0.583;+0.21/-0.17;292004.0;1.06249e-14;1.1626e-15;4.50427e-15;1.09888e-15;-999.0;8.41964e-15;1.46368e-15;-999.0;1.2489299999999999e-14;2.17395e-15;-999.0
1159;58.37006666666667;0.04885083333333333;1.13e+21;0.8;-999/-999;276422.0;5.0767899999999994e-15;8.314080000000001e-16;3.5391399999999998e-15;1.0999e-15;-999.0;4.2558e-15;1.16378e-15;-999.0;5.62988e-15;1.57265e-15;-999.0
1172;58.396762499999994;0.027233055555555555;1.13e+21;0.384;+0.28/-0.21;293212.0;8.16313e-15;1.15127e-15;3.3790599999999997e-15;9.87584e-16;-999.0;4.58484e-15;1.1694e-15;-999.0;1.04156e-14;2.16742e-15;-999.0
1157;58.344562499999995;0.07051638888888889;1.12e+21;0.057999999999999996;+0.19/-0.15;258690.0;1.5848099999999998e-14;1.60895e-15;3.0989599999999998e-15;8.378210000000001e-16;-999.0;8.04437e-15;1.48962e-15;-999.0;2.3112400000000002e-14;3.1766e-15;-999.0
1152;58.32391666666666;0.07294416666666667;1.12e+21;1.953;+0.06/-0.05;244671.0;4.39825e-14;1.02777e-15;2.32987e-13;7.67527e-15;-999.0;8.683789999999999e-14;3.64544e-15;-999.0;2.9147000000000004e-14;2.13226e-15;-999.0
1163;58.37248333333332;0.07230833333333334;1.13e+21;0.3;+0.18/-0.16;260072.0;1.4842600000000002e-14;1.46243e-15;5.00445e-15;1.09648e-15;-999.0;8.24136e-15;1.46716e-15;-999.0;1.96275e-14;2.78556e-15;-999.0
1150;58.30894166666667;0.07766805555555556;1.12e+21;0.642;+0.12/-0.11;239464.0;2.3145300000000002e-14;1.54175e-15;1.13277e-14;1.59287e-15;-999.0;1.87927e-14;1.98823e-15;-999.0;2.6513599999999998e-14;2.8513799999999998e-15;-999.0
3675;58.25537916666667;-0.050758333333333336;1.1e+21;0.8;-999/-999;56801.9;1.5231700000000002e-14;2.58135e-15;3.4345399999999996e-15;1.98467e-15;-999.0;6.2891e-15;2.55043e-15;-999.0;3.5133099999999995e-14;6.95895e-15;-999.0
1191;58.43359166666664;-0.012636944444444445;1.14e+21;0.8;-999/-999;293590.0;3.0671600000000003e-15;7.11678e-16;9.9677e-16;6.60579e-16;-999.0;2.01455e-15;8.757210000000001e-16;-999.0;5.6035e-15;1.7285599999999998e-15;-999.0
1165;58.23135833333333;-0.017225555555555556;1.1e+21;0.893;+0.05/-0.05;241653.0;8.33261e-14;2.4241499999999998e-15;7.0224e-14;3.62093e-15;-999.0;7.51788e-14;3.52956e-15;-999.0;8.622610000000001e-14;4.39114e-15;-999.0
1190;58.35613333333333;-0.09982277777777777;1.12e+21;0.9940000000000001;+0.21/-0.17;281122.0;1.03678e-14;1.05686e-15;9.40095e-15;1.7579899999999998e-15;-999.0;1.08931e-14;1.7456800000000002e-15;-999.0;1.0291500000000001e-14;1.94343e-15;-999.0
1173;58.2456875;-0.05455722222222222;1.09e+21;0.45799999999999996;+0.19/-0.15;256410.0;1.3833600000000001e-14;1.3977499999999999e-15;5.36745e-15;1.18008e-15;-999.0;9.303619999999999e-15;1.5985599999999999e-15;-999.0;1.71328e-14;2.6066500000000003e-15;-999.0
1199;58.44350833333334;-0.031105;1.14e+21;0.8;-999/-999;295994.0;4.1936900000000005e-15;7.8111e-16;1.7032499999999998e-15;7.799289999999999e-16;-999.0;3.67096e-15;1.09681e-15;-999.0;5.9585e-15;1.65265e-15;-999.0
1182;58.257920833333316;-0.0890025;1.1e+21;0.795;+0.19/-0.16;259474.0;1.10278e-14;1.10502e-15;7.1767e-15;1.42469e-15;-999.0;9.87717e-15;1.56877e-15;-999.0;1.1886799999999999e-14;2.03579e-15;-999.0
1196;58.453841666666676;0.05627638888888889;1.14e+21;0.8;-999/-999;222884.0;6.500570000000001e-15;9.894060000000002e-16;3.98402e-15;1.21623e-15;-999.0;6.361740000000001e-15;1.4655599999999999e-15;-999.0;6.6357200000000005e-15;1.77881e-15;-999.0
1193;58.44521666666665;0.07569472222222222;1.14e+21;0.43799999999999994;+0.13/-0.11;210038.0;2.61129e-14;1.86824e-15;8.70238e-15;1.40047e-15;-999.0;1.8506400000000003e-14;2.09248e-15;-999.0;3.25619e-14;3.3818199999999998e-15;-999.0
467;58.237733333333324;0.09108027777777777;1.11e+21;0.6970000000000001;+0.10/-0.09;27048.4;1.0209199999999999e-13;5.33455e-15;6.07674e-14;6.23895e-15;-999.0;8.062819999999999e-14;7.096859999999999e-15;-999.0;1.14626e-13;1.0089399999999999e-14;-999.0
1205;58.36234999999999;-0.12405722222222222;1.11e+21;0.8;-999/-999;262283.0;4.54114e-15;8.451030000000001e-16;2.45783e-15;9.79439e-16;-999.0;5.37687e-15;1.38844e-15;-999.0;3.74917e-15;1.38329e-15;-999.0
3655;58.452225;0.06982666666666666;1.14e+21;0.8;-999/-999;76610.3;6.8390500000000006e-15;1.7358000000000001e-15;1.56554e-15;1.31154e-15;-999.0;4.22152e-15;2.0542100000000003e-15;-999.0;1.3692e-14;4.2009900000000004e-15;-999.0
1204;58.46052499999999;0.0730588888888889;1.14e+21;0.8;-999/-999;201866.0;6.20201e-15;9.72048e-16;6.79378e-16;5.29425e-16;-999.0;4.88126e-15;1.30769e-15;-999.0;1.1878799999999999e-14;2.39705e-15;-999.0
1210;58.47790416666666;0.027865833333333333;1.15e+21;0.8;-999/-999;208022.0;7.64858e-15;1.11328e-15;3.02136e-15;1.11927e-15;-999.0;8.10303e-15;1.71575e-15;-999.0;9.00733e-15;2.14505e-15;-999.0
1212;58.468754166666656;-0.06354555555555556;1.14e+21;0.8;-999/-999;244639.0;5.1831e-15;9.37332e-16;2.06087e-15;-2.35859e-12;4.107309999999999e-15;3.90894e-15;1.22601e-15;-999.0;1.08738e-14;2.39596e-15;-999.0
473;58.24227500000001;-0.11871166666666667;1.1e+21;0.006999999999999999;+0.28/-0.21;53570.3;2.44415e-14;3.45184e-15;4.63628e-15;1.7449000000000002e-15;-999.0;1.16072e-14;3.0055e-15;-999.0;3.6447800000000003e-14;6.8661500000000005e-15;-999.0
1214;58.36220416666666;-0.16048305555555556;1.11e+21;0.244;+0.22/-0.17;124198.0;1.9034599999999997e-14;2.1778800000000002e-15;1.35102e-15;7.2133e-16;-999.0;1.53055e-14;2.56835e-15;-999.0;2.5682599999999997e-14;4.15487e-15;-999.0
1216;58.510316666666654;0.04716027777777778;1.15e+21;-0.379;+0.17/-0.14;149694.0;3.15408e-14;2.6394000000000003e-15;7.369769999999999e-16;4.3488e-16;-999.0;1.48847e-14;2.29961e-15;-999.0;5.50438e-14;5.6362699999999996e-15;-999.0
1213;58.282270833333314;-0.16867194444444444;1.1e+21;0.8;-999/-999;164554.0;7.189919999999999e-15;1.153e-15;5.24123e-15;1.54505e-15;-999.0;5.76533e-15;1.5654299999999999e-15;-999.0;8.05055e-15;2.18593e-15;-999.0
1217;58.5223;0.004128888888888889;1.16e+21;0.741;+0.14/-0.12;149412.0;2.81661e-14;2.1708e-15;2.04183e-14;2.79237e-15;-999.0;2.0902900000000003e-14;2.7105e-15;-999.0;3.09606e-14;3.89934e-15;-999.0
1215;58.26983333333334;-0.17436;1.1e+21;0.452;+0.18/-0.15;136603.0;2.06699e-14;2.05379e-15;8.2455e-15;1.7362200000000002e-15;-999.0;1.35681e-14;2.28217e-15;-999.0;2.55996e-14;3.8058300000000005e-15;-999.0
