OBJID;RA;DEC;NH;ENERGY_SLOPE;ENERGY_SLOPE_ERROR;EXPOSURE_TIME;nufnu_3keV(erg.s-1.cm-2);nufnu_error_3keV(erg.s-1.cm-2);nufnu_0.5keV(erg.s-1.cm-2);nufnu_error_0.5keV(erg.s-1.cm-2);upper_limit_0.5keV(erg.s-1.cm-2);nufnu_1.5keV(erg.s-1.cm-2);nufnu_error_1.5keV(erg.s-1.cm-2);upper_limit_1.5keV(erg.s-1.cm-2);nufnu_4.5keV(erg.s-1.cm-2);nufnu_error_4.5keV(erg.s-1.cm-2);upper_limit_4.5keV(erg.s-1.cm-2)
2080;30.197062499999987;0.5201055555555556;2.24e+20;0.8;-999/-999;16104.8;2.81226e-14;6.34547e-15;2.13192e-14;7.33185e-15;-999.0;1.8353599999999998e-14;8.39255e-15;-999.0;3.50399e-14;1.41688e-14;-999.0
2081;30.384416666666652;0.3974763888888889;2.21e+20;0.8;-999/-999;10246.4;2.5070500000000002e-14;6.33842e-15;1.08494e-14;5.57993e-15;-999.0;4.9119e-14;1.4316399999999997e-14;-999.0;3.12752e-14;-2.52732e-11;1.65097e-13
2082;30.18430833333332;0.6303947222222223;2.25e+20;0.8;-999/-999;15863.8;1.33075e-14;4.7271e-15;5.76625e-15;-8.19032e-12;2.53884e-14;1.73692e-14;8.81325e-15;-999.0;2.6524e-14;1.34585e-14;-999.0
2083;30.236183333333344;0.6955925000000001;2.25e+20;0.8;-999/-999;15783.9;2.6336700000000002e-14;6.2127600000000004e-15;2.4592e-14;7.930349999999999e-15;-999.0;3.17312e-14;1.10377e-14;-999.0;5.24774e-14;-2.47367e-11;5.338719999999999e-14
2084;30.14806249999998;0.638595;2.25e+20;0.8;-999/-999;11195.4;3.35894e-14;7.83348e-15;1.45632e-14;6.79209e-15;-999.0;4.38547e-14;1.4404399999999997e-14;-999.0;3.3474e-14;1.56119e-14;-999.0
2085;30.119437500000004;0.5928527777777778;2.26e+20;-0.20800000000000002;+0.25/-0.19;10228.0;1.5596e-13;2.1615400000000002e-14;1.0140700000000002e-14;4.77889e-15;-999.0;8.32818e-14;1.99079e-14;-999.0;2.53806e-13;4.57335e-14;-999.0
2086;30.120704166666656;0.4797602777777778;2.26e+20;0.873;+0.25/-0.19;5700.6;1.0500399999999999e-13;1.39447e-14;7.382849999999999e-14;1.51316e-14;-999.0;1.0886900000000001e-13;2.23135e-14;-999.0;1.0929700000000001e-13;2.8414099999999996e-14;-999.0
2087;30.605950000000007;1.4174483333333334;2.29e+20;0.8;-999/-999;1968.3;4.9488e-14;2.164e-14;5.1595000000000006e-14;2.94157e-14;-999.0;0.0;-5.63599e-11;1.7059600000000001e-13;7.87635e-14;5.6152e-14;-999.0
4226;30.464841666666672;1.4843016666666666;2.33e+20;0.8;-999/-999;2814.6;2.9945799999999997e-13;4.7404000000000004e-14;1.38945e-13;4.32038e-14;-999.0;1.55999e-13;5.58577e-14;-999.0;6.34785e-13;1.39071e-13;-999.0
2089;30.44393333333332;1.287051111111111;2.29e+20;1.814;+0.16/-0.13;713.5;9.156e-13;5.2320000000000005e-14;2.7190799999999998e-12;2.3738e-13;-999.0;2.93722e-12;2.5436e-13;-999.0;6.4524e-13;1.32199e-13;-999.0
4225;30.353841666666654;1.434603888888889;2.34e+20;0.8;-999/-999;1801.9;1.31656e-13;3.25176e-14;2.2920500000000003e-13;-5.656399999999999e-11;3.0263400000000003e-13;1.37172e-13;5.3711400000000006e-14;-999.0;3.13899e-13;9.772319999999999e-14;-999.0
2139;57.38120833333332;-0.9760705555555556;9.83e+20;0.8;-999/-999;37622.0;1.0812399999999999e-14;2.5149e-15;1.02506e-14;3.64214e-15;-999.0;9.469599999999999e-15;-5.77584e-12;3.28583e-14;2.10783e-14;6.3578200000000004e-15;-999.0
2142;57.148583333333335;-0.8403163888888889;9.62e+20;0.8;-999/-999;54902.1;5.85178e-15;1.83546e-15;1.5282500000000001e-15;1.4557e-15;-999.0;2.99742e-15;2.03623e-15;-999.0;1.2733200000000001e-14;4.86727e-15;-999.0
2153;57.13635416666665;-1.0497358333333335;9.5e+20;0.8;-999/-999;45658.3;1.0015e-14;2.66224e-15;2.92818e-15;2.17969e-15;-999.0;8.66891e-15;3.68726e-15;-999.0;1.6384599999999997e-14;6.09862e-15;-999.0
2155;57.07647499999999;-0.8791652777777778;9.47e+20;0.8;-999/-999;45206.3;8.50637e-15;2.49405e-15;5.67987e-15;3.06721e-15;-999.0;2.80629e-15;2.1520399999999998e-15;-999.0;1.5921200000000002e-14;6.0167200000000005e-15;-999.0
2157;57.177787499999994;-1.0979472222222222;9.56e+20;0.8;-999/-999;42501.6;1.74285e-14;3.3324e-15;1.4596200000000002e-14;4.57889e-15;-999.0;1.4359700000000002e-14;4.5047e-15;-999.0;1.6277200000000003e-14;5.63085e-15;-999.0
2165;-23.30611250000004;0.8697797222222222;4.51e+20;0.8;-999/-999;4413.6;2.0836799999999998e-13;2.9122000000000006e-14;1.09822e-13;3.0118200000000004e-14;-999.0;2.50261e-13;5.13124e-14;-999.0;1.86714e-13;5.4026e-14;-999.0
2166;-23.419783333333385;0.8170125;4.49e+20;0.8;-999/-999;4706.0;3.1345e-14;1.1932600000000001e-14;4.27365e-14;1.87524e-14;-999.0;2.22836e-14;1.57162e-14;-999.0;2.8098400000000002e-14;-4.42573e-11;1.0988699999999998e-13
2167;-23.3129458333334;0.7552119444444444;4.52e+20;0.8;-999/-999;4374.2;3.13002e-14;1.22346e-14;4.27469e-14;-2.33549e-11;9.87687e-14;5.83818e-14;2.6366000000000003e-14;-999.0;2.9028700000000004e-14;2.26913e-14;-999.0
2168;-23.4337041666667;0.7856375;4.49e+20;0.8;-999/-999;4896.6;4.3365e-14;1.3969899999999998e-14;4.59577e-14;2.07351e-14;-999.0;3.5957800000000004e-14;2.1240900000000002e-14;-999.0;1.78877e-14;1.75743e-14;-999.0
2183;45.921099999999996;-0.9513588888888889;6.28e+20;0.8;-999/-999;39336.7;6.67949e-15;2.1467600000000002e-15;5.88441e-15;2.86814e-15;-999.0;6.903789999999999e-15;3.365e-15;-999.0;3.37143e-15;2.80637e-15;-999.0
2211;39.59009583333332;-1.2017977777777777;3.08e+20;0.8;-999/-999;161234.0;2.07711e-15;6.951500000000001e-16;2.41549e-15;9.95982e-16;-999.0;1.3874499999999999e-15;-1.77837e-12;2.07103e-15;2.84344e-15;1.6025700000000001e-15;-999.0
2254;39.57635833333333;-1.477700277777778;3.06e+20;0.8;-999/-999;151033.0;3.49687e-15;9.03045e-16;1.6750800000000002e-15;8.407810000000001e-16;-999.0;3.584320000000001e-15;1.45686e-15;-999.0;4.5246200000000005e-15;2.03322e-15;-999.0
2277;17.60437916666666;-0.3918716666666667;3.11e+20;0.8;-999/-999;17399.2;1.70344e-14;4.45344e-15;1.5330000000000003e-14;5.702750000000001e-15;-999.0;1.30814e-14;6.35728e-15;-999.0;1.31964e-14;7.62784e-15;-999.0
2278;17.60645416666665;-0.4001163888888889;3.12e+20;0.8;-999/-999;17363.1;8.74719e-15;3.4805e-15;3.1480399999999998e-15;2.87985e-15;-999.0;8.95131e-15;5.77756e-15;-999.0;1.35471e-14;8.74388e-15;-999.0
2283;17.57425833333332;-0.43132861111111115;3.23e+20;0.8;-999/-999;14986.8;1.27056e-14;4.191899999999999e-15;1.72364e-14;6.635209999999999e-15;-999.0;8.11045e-15;5.3499e-15;-999.0;2.3529400000000002e-14;-1.61589e-11;8.09294e-14
2287;17.41129166666667;-0.2923988888888889;3.3e+20;0.8;-999/-999;11220.5;2.65974e-14;6.44276e-15;6.8920100000000005e-15;4.40153e-15;-999.0;1.9368599999999997e-14;-1.64023e-11;6.38601e-14;8.77866e-14;2.2874099999999998e-14;-999.0
2288;17.40957499999999;-0.24908805555555555;3.13e+20;0.8;-999/-999;10986.0;5.680419999999999e-14;8.91264e-15;3.0701599999999994e-14;8.69628e-15;-999.0;5.810269999999999e-14;1.4249600000000002e-14;-999.0;6.59846e-14;1.86903e-14;-999.0
2289;-49.96163333333334;-0.8709080555555556;5.93e+20;1.67;+0.02/-0.02;36690.1;2.11673e-12;1.9533000000000002e-14;6.35713e-12;7.81428e-14;-999.0;3.83826e-12;5.90137e-14;-999.0;1.5797899999999999e-12;4.35649e-14;-999.0
2290;-49.913895833333356;-0.9339280555555556;5.9e+20;-0.002;+0.26/-0.20;36669.7;2.0510400000000003e-14;4.6530000000000005e-15;1.14945e-14;-4.88951e-12;1.18836e-14;5.70081e-15;3.14126e-15;-999.0;4.70335e-14;1.1524700000000002e-14;-999.0
2291;-49.89182500000004;-0.9206488888888888;5.85e+20;0.8;-999/-999;37723.8;1.13852e-14;2.8785e-15;3.2859e-15;2.15909e-15;-999.0;1.38261e-14;4.9925400000000005e-15;-999.0;1.45314e-14;5.87971e-15;-999.0
2292;-49.9828541666667;-0.7886480555555555;5.89e+20;0.8;-999/-999;36440.4;7.39846e-15;2.4267199999999997e-15;1.04742e-14;4.12339e-15;-999.0;1.79549e-15;1.86101e-15;-999.0;5.28337e-15;3.811740000000001e-15;-999.0
2293;-49.897258333333355;-0.9480719444444444;5.88e+20;0.8;-999/-999;35794.0;1.5126599999999998e-14;3.33586e-15;1.64731e-14;4.883979999999999e-15;-999.0;5.6494100000000004e-15;3.0712900000000003e-15;-999.0;1.66165e-14;6.57296e-15;-999.0
2294;-49.96780416666667;-0.9651844444444444;6.03e+20;0.8;-999/-999;37902.3;1.78917e-14;3.50221e-15;7.283159999999999e-15;3.18774e-15;-999.0;1.9065000000000002e-14;5.57828e-15;-999.0;2.29134e-14;7.53852e-15;-999.0
2295;-50.01737500000007;-0.9433505555555556;6.1e+20;0.8;-999/-999;36326.1;9.0352e-15;2.7462599999999998e-15;3.9504e-15;2.61492e-15;-999.0;6.24348e-15;3.5424e-15;-999.0;1.6037399999999998e-14;6.82441e-15;-999.0
2296;-50.060729166666704;-0.8823822222222223;6.12e+20;0.8;-999/-999;37585.4;7.913890000000001e-15;2.59522e-15;5.38669e-15;3.13912e-15;-999.0;6.3778799999999994e-15;3.71674e-15;-999.0;9.35954e-15;5.45431e-15;-999.0
2297;-49.84732916666667;-0.810953888888889;5.7e+20;0.8;-999/-999;38119.0;7.74162e-15;2.4136e-15;6.21566e-15;3.0276e-15;-999.0;1.88478e-15;1.8851500000000003e-15;-999.0;1.38892e-14;6.1327e-15;-999.0
2298;-49.83850833333338;-0.8014591666666667;5.69e+20;0.8;-999/-999;39138.9;8.08945e-15;2.56377e-15;4.42631e-15;2.67454e-15;-999.0;1.07449e-14;4.4947699999999995e-15;-999.0;5.27847e-15;4.0487e-15;-999.0
2299;-50.06140000000005;-0.807025;6.05e+20;0.8;-999/-999;37901.4;7.16092e-15;2.43776e-15;4.86115e-15;2.80532e-15;-999.0;1.92577e-15;1.9755500000000003e-15;-999.0;1.41407e-14;6.40689e-15;-999.0
2300;-49.87203750000003;-0.9687944444444444;5.85e+20;0.8;-999/-999;35486.5;8.86123e-15;2.727e-15;1.02279e-14;4.25576e-15;-999.0;3.07426e-15;2.49848e-15;-999.0;9.04696e-15;5.31556e-15;-999.0
2301;-50.048800000000085;-0.7828191666666667;6.01e+20;0.8;-999/-999;39314.6;6.1576099999999995e-15;2.28285e-15;9.73278e-15;4.2198099999999994e-15;-999.0;1.6569000000000004e-15;1.88507e-15;-999.0;2.43422e-15;2.7694400000000003e-15;-999.0
2302;-49.82727083333333;-0.8050266666666667;5.68e+20;0.8;-999/-999;37425.2;7.41638e-15;2.56309e-15;3.4315600000000005e-15;2.5698899999999996e-15;-999.0;6.9468599999999994e-15;4.0131700000000005e-15;-999.0;1.02406e-14;5.91597e-15;-999.0
2303;-50.0893333333334;-0.8699847222222222;6.17e+20;0.8;-999/-999;39343.6;8.20453e-15;2.59879e-15;3.35634e-15;2.43734e-15;-999.0;3.96259e-15;2.87759e-15;-999.0;1.74421e-14;7.29101e-15;-999.0
2304;-49.80942083333338;-0.8436205555555556;5.7e+20;0.8;-999/-999;38607.2;1.2274700000000002e-14;3.0170000000000003e-15;7.24505e-15;3.2183399999999998e-15;-999.0;1.05477e-14;4.35938e-15;-999.0;1.55456e-14;6.4249899999999995e-15;-999.0
2305;-50.07111250000008;-0.7814077777777778;6.05e+20;0.8;-999/-999;37480.7;7.69418e-15;2.59012e-15;7.833060000000001e-15;3.65129e-15;-999.0;1.8623400000000002e-15;1.95306e-15;-999.0;1.09399e-14;5.6649299999999995e-15;-999.0
2306;-49.982875000000035;-1.0168216666666665;6.11e+20;0.8;-999/-999;38346.1;1.12519e-14;2.89959e-15;1.14823e-14;-5.91246e-12;1.01116e-14;1.45107e-14;5.14073e-15;-999.0;1.86375e-14;7.20368e-15;-999.0
2307;-50.04265416666675;-0.9889936111111111;6.19e+20;0.8;-999/-999;39118.5;1.48325e-14;3.36512e-15;1.62003e-14;5.052399999999999e-15;-999.0;9.552429999999999e-15;4.06329e-15;-999.0;1.05034e-14;5.1639299999999995e-15;-999.0
2308;-49.81870833333335;-0.7638830555555556;5.65e+20;0.449;+0.19/-0.15;27319.4;8.774910000000002e-14;8.93846e-15;5.08279e-15;2.63341e-15;-999.0;9.733150000000001e-14;1.3202299999999999e-14;-999.0;1.08694e-13;1.7833e-14;-999.0
2309;-50.11219166666672;-0.8573705555555555;6.2e+20;0.8;-999/-999;38078.5;8.11665e-15;2.7539999999999998e-15;5.5418e-15;3.29123e-15;-999.0;2.17742e-15;2.24429e-15;-999.0;1.59639e-14;7.31295e-15;-999.0
2310;-49.90961250000004;-1.0304027777777778;5.99e+20;0.8;-999/-999;38234.9;1.29863e-14;3.1941e-15;5.6505099999999996e-15;3.02761e-15;-999.0;1.3487799999999998e-14;5.15928e-15;-999.0;1.65109e-14;6.82315e-15;-999.0
2311;-50.11350416666676;-0.8871933333333333;6.23e+20;0.8;-999/-999;39081.0;8.195520000000001e-15;2.60321e-15;1.3072799999999997e-14;4.67381e-15;-999.0;8.477939999999999e-15;-6.2753e-12;1.45204e-14;6.44117e-15;4.221159999999999e-15;-999.0
2312;-50.04470416666675;-1.0175136111111112;6.22e+20;0.8;-999/-999;28441.3;2.8028899999999998e-14;4.74548e-15;2.30011e-14;6.19285e-15;-999.0;4.51184e-15;2.8637799999999998e-15;-999.0;5.2926e-14;1.22158e-14;-999.0
2313;-49.80211250000002;-0.9818719444444445;5.8e+20;1.131;+0.27/-0.20;27139.8;3.85461e-14;4.68958e-15;3.37339e-14;7.33202e-15;-999.0;5.7608e-14;1.00242e-14;-999.0;3.6052e-14;9.55678e-15;-999.0
2314;-49.885820833333355;-1.0447936111111111;5.96e+20;0.8;-999/-999;35978.0;8.49816e-15;2.88743e-15;1.3408000000000002e-14;5.20719e-15;-999.0;2.28918e-15;2.30723e-15;-999.0;3.36488e-15;3.3914099999999996e-15;-999.0
2315;-20.599358333333385;-1.072395;4.29e+20;0.8;-999/-999;6405.2;3.29589e-14;1.0268e-14;1.24698e-14;8.7428e-15;-999.0;3.29252e-14;1.6412e-14;-999.0;4.92337e-14;2.45412e-14;-999.0
2316;-20.581020833333355;-0.9679030555555556;4.36e+20;0.8;-999/-999;6477.7;2.39714e-14;8.98566e-15;9.10207e-15;-1.70378e-11;7.51216e-14;2.9901599999999993e-14;1.58654e-14;-999.0;4.46796e-14;2.3706299999999998e-14;-999.0
2317;-20.72935833333338;-1.0965994444444445;4.3e+20;0.8;-999/-999;5824.4;3.78865e-14;1.12835e-14;2.04887e-14;1.1172700000000001e-14;-999.0;4.05289e-14;1.79888e-14;-999.0;4.04088e-14;2.2035299999999997e-14;-999.0
2321;-36.949116666666725;0.2225286111111111;3.64e+20;0.8;-999/-999;1761.3;1.13e-12;1.00564e-13;1.52539e-12;1.57571e-13;-999.0;6.35461e-13;1.191e-13;-999.0;1.91314e-13;8.15215e-14;-999.0
2322;-36.98104999999998;0.3852605555555556;3.71e+20;0.8;-999/-999;1485.0;7.41793e-14;2.98137e-14;1.00418e-13;-5.49928e-11;2.2631399999999998e-13;1.40539e-13;6.610839999999999e-14;-999.0;7.04691e-14;5.7789e-14;-999.0
2323;30.098762499999992;0.09544583333333333;2.3e+20;0.8;-999/-999;841.4;1.0215199999999999e-13;5.0061e-14;5.91612e-14;5.05081e-14;-999.0;1.77499e-13;1.07374e-13;-999.0;0.0;-1.9898500000000004e-10;8.95864e-13
2324;-20.316933333333395;1.1390888888888888;5.46e+20;0.951;+0.28/-0.21;3975.2;2.09704e-13;2.7854400000000005e-14;1.8107e-13;3.96795e-14;-999.0;2.12415e-13;4.65482e-14;-999.0;2.11009e-13;5.62553e-14;-999.0
2325;-20.284687500000018;1.2261922222222223;5.49e+20;0.8;-999/-999;3805.9;3.5505800000000004e-14;1.37945e-14;2.8267900000000002e-14;1.73109e-14;-999.0;5.205830000000001e-14;2.5926599999999997e-14;-999.0;3.2958400000000003e-14;-4.97325e-11;1.6931e-13
2326;54.51597083333331;1.3184527777777777;7.29e+20;0.8;-999/-999;9545.5;8.77294e-14;1.3865299999999999e-14;6.263440000000001e-14;1.7322299999999998e-14;-999.0;9.030650000000001e-14;2.16803e-14;-999.0;7.048760000000001e-14;2.30781e-14;-999.0
2327;54.48236666666665;1.2827380555555554;7.27e+20;0.8;-999/-999;9897.7;1.8456700000000002e-14;7.24408e-15;4.93734e-15;5.42602e-15;-999.0;1.90111e-14;-1.71927e-11;3.61364e-14;5.5672800000000005e-14;2.32947e-14;-999.0
2328;54.548974999999984;1.403505;7.38e+20;0.8;-999/-999;9905.5;2.4036900000000004e-14;7.8965e-15;2.86937e-14;1.2537399999999999e-14;-999.0;1.9006e-14;1.08574e-14;-999.0;9.17723e-15;8.94386e-15;-999.0
2329;54.49042499999999;1.410028611111111;7.43e+20;0.8;-999/-999;9916.4;1.51656e-13;1.89768e-14;1.50316e-13;2.7249599999999997e-14;-999.0;1.58233e-13;2.9989599999999996e-14;-999.0;5.2049699999999994e-14;2.04671e-14;-999.0
2330;54.405145833333336;1.311371388888889;7.36e+20;0.8;-999/-999;8639.5;2.57296e-14;8.36605e-15;1.84167e-14;1.04255e-14;-999.0;3.052290000000001e-14;1.4214600000000002e-14;-999.0;1.47395e-14;1.17167e-14;-999.0
2331;54.67302916666665;1.2184816666666667;7.08e+20;0.8;-999/-999;9911.6;1.7251599999999998e-14;7.20774e-15;1.83123e-14;1.08749e-14;-999.0;2.05443e-14;1.2200399999999998e-14;-999.0;9.948529999999999e-15;-2.49256e-11;6.563639999999999e-14
2332;54.695616666666666;1.3149988888888888;7.18e+20;0.8;-999/-999;9872.7;3.72351e-14;9.89793e-15;7.939499999999999e-15;6.67655e-15;-999.0;4.4291699999999997e-14;1.68196e-14;-999.0;5.14436e-14;2.16256e-14;-999.0
2333;54.388329166666665;1.193926388888889;7e+20;0.8;-999/-999;9461.0;2.76914e-14;9.53796e-15;3.5184199999999996e-14;1.56128e-14;-999.0;1.3211000000000001e-14;1.00108e-14;-999.0;1.9211500000000002e-14;1.45577e-14;-999.0
2334;-9.982091666666747;-0.026031944444444444;3.83e+20;0.8;-999/-999;9619.0;1.9183199999999998e-14;6.698439999999999e-15;2.03517e-14;9.431359999999999e-15;-999.0;6.9078e-15;6.404890000000001e-15;-999.0;2.07615e-14;1.3556799999999998e-14;-999.0
2335;-9.98625833333341;0.05494611111111111;3.86e+20;0.8;-999/-999;9658.3;1.9415999999999998e-14;6.70502e-15;2.8839599999999996e-14;1.1159399999999999e-14;-999.0;9.77764e-15;7.74018e-15;-999.0;2.09893e-14;-2.53394e-11;9.68779e-14
2336;-10.043133333333401;0.06606222222222222;3.84e+20;0.8;-999/-999;9619.8;3.3803300000000004e-14;8.5542e-15;1.0457500000000001e-14;6.5640600000000004e-15;-999.0;7.09538e-15;6.32298e-15;-999.0;9.595689999999999e-14;2.80639e-14;-999.0
2337;-10.097200000000043;0.001318888888888889;3.8e+20;0.8;-999/-999;9566.6;5.2225e-14;1.0393700000000002e-14;2.82362e-14;1.0146600000000001e-14;-999.0;5.486900000000001e-14;1.66007e-14;-999.0;5.77436e-14;2.0749900000000002e-14;-999.0
2338;-10.063775000000021;0.11074111111111112;3.85e+20;0.8;-999/-999;9590.6;1.61007e-14;6.417449999999999e-15;8.54238e-15;6.32798e-15;-999.0;5.79192e-15;6.1871499999999996e-15;-999.0;3.48214e-14;1.8290400000000004e-14;-999.0
2339;-10.084845833333361;-0.12672666666666665;3.74e+20;0.8;-999/-999;9287.0;1.78916e-14;7.1055e-15;1.10286e-14;7.60545e-15;-999.0;3.01238e-14;1.47946e-14;-999.0;3.88411e-14;-2.69535e-11;1.4974200000000002e-13
2340;-21.375366666666707;-1.1499161111111111;4.49e+20;0.8;-999/-999;3369.8;3.98725e-14;1.7462400000000002e-14;5.0733999999999995e-14;2.7263599999999998e-14;-999.0;3.3065100000000003e-14;2.5672300000000002e-14;-999.0;0.0;-6.477600000000001e-11;1.63047e-13
2341;45.419804166666665;1.2636886111111112;6.56e+20;0.8;-999/-999;1295.0;1.5513800000000002e-13;4.48108e-14;4.6070099999999994e-14;3.4664999999999997e-14;-999.0;2.12923e-13;8.25868e-14;-999.0;1.55503e-13;8.40658e-14;-999.0
2342;45.434558333333314;1.2591672222222223;6.56e+20;0.8;-999/-999;1697.4;2.93588e-13;5.871759999999999e-14;2.1541199999999998e-13;7.18038e-14;-999.0;2.90204e-13;9.12314e-14;-999.0;2.42278e-13;1.00976e-13;-999.0
2343;45.34798333333333;1.308776388888889;6.58e+20;0.8;-999/-999;1627.0;1.56156e-13;4.32908e-14;6.50156e-14;4.05342e-14;-999.0;7.49973e-14;4.67573e-14;-999.0;3.28524e-13;1.17621e-13;-999.0
2344;45.29395833333331;1.2225272222222223;6.56e+20;0.8;-999/-999;1688.0;8.980700000000001e-14;3.5539599999999996e-14;3.1114999999999995e-14;2.9910200000000004e-14;-999.0;1.0785299999999999e-13;6.095689999999999e-14;-999.0;1.05042e-13;7.12201e-14;-999.0
2345;45.44366249999999;1.1598077777777778;6.59e+20;0.8;-999/-999;1692.1;6.87265e-14;3.093e-14;1.43061e-13;6.4384e-14;-999.0;8.24673e-14;-7.41538e-11;3.6230700000000003e-13;8.033029999999999e-14;-1.0829999999999999e-10;5.29139e-13
2347;17.713554166666654;-1.2782141666666667;4.94e+20;0.8;-999/-999;4045.0;4.79473e-14;1.6228299999999997e-14;1.55403e-14;1.31477e-14;-999.0;5.91451e-14;2.89138e-14;-999.0;5.855019999999999e-14;3.63411e-14;-999.0
2348;17.63603333333333;-1.3215261111111112;4.98e+20;0.8;-999/-999;3521.0;5.0513400000000004e-14;1.7724000000000002e-14;2.45984e-14;1.76446e-14;-999.0;6.22696e-14;-4.36616e-11;2.05636e-13;1.38679e-13;5.76884e-14;-999.0
2349;17.69512499999999;-1.313106388888889;4.96e+20;0.8;-999/-999;3585.2;5.7808e-14;1.9190599999999998e-14;2.2503400000000002e-14;1.65393e-14;-999.0;2.85168e-14;2.0958900000000002e-14;-999.0;1.27053e-13;5.3551400000000003e-14;-999.0
2355;40.662025;1.0414227777777778;3.27e+20;0.8;-999/-999;11787.8;2.05403e-14;5.4568800000000004e-15;1.86055e-14;7.12983e-15;-999.0;8.72806e-15;5.8270299999999996e-15;-999.0;2.63728e-14;1.2223899999999999e-14;-999.0
2356;40.56040416666667;0.9176944444444444;3.15e+20;0.8;-999/-999;14262.9;1.11335e-14;4.3201599999999996e-15;3.3437399999999998e-15;3.17793e-15;-999.0;1.42279e-14;7.88892e-15;-999.0;1.4350799999999998e-14;9.547459999999999e-15;-999.0
2358;40.50706249999999;0.9025216666666667;3.13e+20;0.8;-999/-999;13977.0;1.9385e-14;5.570399999999999e-15;1.2692e-14;6.1302900000000005e-15;-999.0;2.25393e-14;9.696850000000001e-15;-999.0;1.3639e-14;9.28313e-15;-999.0
2361;40.44620416666666;0.9831938888888889;3.12e+20;0.8;-999/-999;14753.8;1.63305e-14;5.42958e-15;1.96026e-14;7.997920000000001e-15;-999.0;6.9637100000000005e-15;5.55672e-15;-999.0;1.0539e-14;8.40965e-15;-999.0
2363;40.53154166666667;0.7918558333333333;3.14e+20;0.8;-999/-999;14331.5;3.2905e-14;7.80136e-15;2.69606e-14;9.49395e-15;-999.0;2.29516e-14;1.03642e-14;-999.0;3.47288e-14;1.56824e-14;-999.0
2364;40.53519583333332;0.7856102777777778;3.14e+20;0.8;-999/-999;14203.7;2.2233900000000002e-14;6.54757e-15;3.00483e-14;1.0322399999999999e-14;-999.0;1.55089e-14;-1.67273e-11;9.39154e-14;2.15101e-14;1.26688e-14;-999.0
2365;40.408762499999995;0.9382466666666667;3.11e+20;0.8;-999/-999;9718.0;3.92599e-14;9.185219999999999e-15;2.64976e-14;9.91782e-15;-999.0;6.27892e-14;1.81637e-14;-999.0;3.80206e-14;-3.55409e-11;1.25603e-13
2367;40.486408333333316;0.7707119444444445;3.13e+20;0.8;-999/-999;14157.9;1.97331e-14;6.963e-15;8.20214e-15;-1.2529000000000002e-11;3.9054199999999996e-14;8.41083e-15;7.274420000000001e-15;-999.0;6.36665e-14;2.42968e-14;-999.0
2368;40.49508750000001;0.7328158333333333;3.13e+20;0.8;-999/-999;14004.6;2.39109e-14;8.3556e-15;9.93788e-15;-1.50348e-11;7.118560000000001e-14;1.52898e-14;1.08475e-14;-999.0;6.938089999999999e-14;2.8000299999999997e-14;-999.0
2369;40.45874166666667;0.727248888888889;3.09e+20;0.8;-999/-999;9010.4;7.16262e-14;1.66896e-14;7.72716e-14;2.2506299999999997e-14;-999.0;3.6675199999999995e-14;1.83127e-14;-999.0;5.5522199999999995e-14;2.77233e-14;-999.0
2966;1.7911041666666563;0.8914099999999999;2.96e+20;0.9490000000000001;+0.08/-0.06;10342.8;8.5799e-13;3.52582e-14;6.573100000000001e-13;4.4806099999999996e-14;-999.0;9.864219999999999e-13;6.47669e-14;-999.0;8.631069999999999e-13;7.270989999999999e-14;-999.0
2412;28.981366666666673;0.43742000000000003;2.73e+20;0.8;-999/-999;4067.6;4.9343300000000006e-14;1.5110699999999998e-14;3.27604e-14;1.6433700000000002e-14;-999.0;7.959650000000001e-14;3.06438e-14;-999.0;0.0;-5.92086e-11;1.59632e-13
2413;28.940112499999998;0.5898227777777778;2.64e+20;0.8;-999/-999;4007.1;5.0517199999999995e-14;1.5063399999999998e-14;2.9705700000000005e-14;1.62343e-14;-999.0;6.534439999999999e-14;2.81353e-14;-999.0;3.31228e-14;2.4687200000000002e-14;-999.0
2414;28.88998749999999;0.5798630555555555;2.66e+20;0.8;-999/-999;4062.4;5.03037e-14;1.50733e-14;2.22022e-14;1.3170400000000001e-14;-999.0;4.87448e-14;2.3380500000000002e-14;-999.0;7.41237e-14;3.5553500000000005e-14;-999.0
2415;16.974400000000003;1.0783141666666667;2.42e+20;0.8;-999/-999;12565.7;1.2982e-14;4.7558e-15;0.0;-8.30118e-12;2.14093e-14;2.4108599999999997e-14;1.0441799999999999e-14;-999.0;1.4700499999999998e-14;1.0053399999999999e-14;-999.0
2416;16.925062499999996;1.0006641666666667;2.5e+20;0.8;-999/-999;12912.1;1.6475e-14;5.04199e-15;2.6275700000000002e-15;2.71117e-15;-999.0;1.16646e-14;6.802880000000001e-15;-999.0;4.14522e-14;1.59411e-14;-999.0
2417;17.011120833333337;1.1374255555555555;2.42e+20;0.8;-999/-999;13691.1;1.4389700000000003e-14;4.7558e-15;2.7939599999999997e-15;2.7702200000000003e-15;-999.0;1.6627e-14;8.241089999999999e-15;-999.0;2.53463e-14;1.25627e-14;-999.0
2418;17.060437500000006;1.1086108333333333;2.44e+20;0.8;-999/-999;13921.8;4.3037699999999996e-14;7.75086e-15;1.98093e-14;6.9256600000000006e-15;-999.0;5.296419999999999e-14;1.3875299999999999e-14;-999.0;4.486780000000001e-14;1.56865e-14;-999.0
