,OBJID,RA,DEC,NH,ENERGY_SLOPE,ENERGY_SLOPE_ERROR,EXPOSURE_TIME,nufnu_3keV(erg.s-1.cm-2),nufnu_error_3keV(erg.s-1.cm-2),nufnu_0.5keV(erg.s-1.cm-2),nufnu_error_0.5keV(erg.s-1.cm-2),upper_limit_0.5keV(erg.s-1.cm-2),nufnu_1.5keV(erg.s-1.cm-2),nufnu_error_1.5keV(erg.s-1.cm-2),upper_limit_1.5keV(erg.s-1.cm-2),nufnu_4.5keV(erg.s-1.cm-2),nufnu_error_4.5keV(erg.s-1.cm-2),upper_limit_4.5keV(erg.s-1.cm-2),OBJID,ALPHA_J2000,DELTA_J2000,MAG_AUTO,MAGERR_AUTO,CLASS_STAR,FLUX_RADIUS,FLAGS
355,1293,0.6832625000000121,-0.5537538888888889,3.08e+20,0.8,-999/-999,7694.0,2.26341e-14,8.61986e-15,1.01697e-14,7.74597e-15,-999.0,4.34713e-14,-2.20525e-11,9.57365e-14,6.58707e-14,2.86446e-14,-999.0,7353423,0.6845996837214108,-0.5528005516253041,25.474529266357422,0.2535060942173004,0.37215930223464966,1.5047354698181152,0
356,1294,-5.994550000000004,0.15812083333333332,3.62e+20,0.8,-999/-999,7976.9,2.7956099999999997e-14,8.35145e-15,0.0,-1.5345e-11,4.25152e-14,6.18819e-14,1.97327e-14,-999.0,1.33149e-14,1.10328e-14,-999.0,6579161,-5.994746792755336,0.1586531588721079,22.952817916870117,0.08880093693733215,0.5998831391334534,3.6687450408935547,0
357,1295,-5.955516666666711,0.15111611111111112,3.6e+20,0.8,-999/-999,7765.4,3.14324e-14,8.91198e-15,1.65049e-14,8.64367e-15,-999.0,3.41116e-14,1.47308e-14,-999.0,3.42522e-14,1.7938e-14,-999.0,6578523,-5.9553036072644545,0.15070904401769006,20.953947067260742,0.012483564205467701,0.3747938275337219,2.9813523292541504,0
358,1296,-5.994108333333372,0.17811611111111111,3.62e+20,0.8,-999/-999,8217.6,2.41201e-14,7.785250000000002e-15,1.2676399999999999e-14,-1.43036e-11,4.88417e-14,6.10577e-14,1.97076e-14,-999.0,2.6268299999999998e-14,-2.96401e-11,1.0121e-13,6581202,-5.993637558263117,0.17831183019353442,21.29183006286621,0.01751776970922947,0.051417529582977295,3.290038585662842,0
359,1297,-6.005720833333385,0.03434194444444445,3.62e+20,0.8,-999/-999,8067.9,1.72549e-14,6.9359499999999994e-15,1.0578e-14,7.393940000000003e-15,-999.0,2.1850400000000003e-14,1.25699e-14,-999.0,1.09572e-14,1.0817e-14,-999.0,6565478,-6.005089153592564,0.03357890067497629,22.582727432250977,0.034433018416166306,0.8963351845741272,2.168243169784546,0
360,1298,-6.061650000000101,0.056550833333333335,3.64e+20,0.8,-999/-999,8247.3,2.11893e-14,7.50692e-15,3.11857e-14,1.24013e-14,-999.0,2.68162e-14,-1.89778e-11,7.08577e-14,1.6137000000000005e-14,1.28298e-14,-999.0,6568112,-6.061149475151581,0.05729278719655994,20.519031524658203,0.0055262078531086445,0.9778444766998291,2.1914620399475098,0
361,1299,-5.888008333333347,0.16789138888888888,3.58e+20,0.8,-999/-999,8331.5,1.6540299999999998e-14,6.9271299999999994e-15,2.43035e-14,-1.2706e-11,3.3406699999999994e-14,6.987510000000001e-15,7.14151e-15,-999.0,5.26307e-14,2.42815e-14,-999.0,6580178,-5.889163717120539,0.1677756659817451,21.765155792236328,0.02807748317718506,0.07202489674091339,3.3604438304901123,0
362,1301,-5.922341666666683,0.2485263888888889,3.6e+20,0.8,-999/-999,7994.1,1.68196e-14,7.073e-15,1.5454599999999995e-14,9.0986e-15,-999.0,7.09673e-15,7.36541e-15,-999.0,2.13746e-14,1.55859e-14,-999.0,6588549,-5.92262286703135,0.24798633076040588,21.252910614013672,0.025276537984609604,0.004137497860938311,6.218665599822998,0
363,1303,-6.108162500000049,0.23653194444444445,3.66e+20,0.8,-999/-999,8212.7,2.93402e-14,9.2131e-15,2.1630200000000003e-14,1.07642e-14,-999.0,2.96937e-14,1.4777000000000005e-14,-999.0,2.23477e-14,1.5824700000000005e-14,-999.0,6587072,-6.108469451006044,0.23618215034664652,23.8740177154541,0.13562926650047302,0.614820659160614,2.810333728790283,0
364,1304,-5.9181500000000264,-0.015837777777777774,3.6e+20,0.8,-999/-999,7523.8,3.525180000000001e-14,1.0043700000000002e-14,2.88036e-14,1.24599e-14,-999.0,4.96162e-14,1.90763e-14,-999.0,2.6899e-14,-3.8266e-11,9.85648e-14,6560573,-5.917730172364315,-0.014754519540927706,19.16656494140625,0.0020315779838711023,0.9676418304443359,2.3523194789886475,0
365,1305,-6.155454166666742,0.16658166666666666,3.67e+20,0.8,-999/-999,8316.6,2.31527e-14,8.36502e-15,1.42346e-14,8.91397e-15,-999.0,1.95291e-14,1.22295e-14,-999.0,2.938929999999999e-14,1.84041e-14,-999.0,6580057,-6.154876158949321,0.1671107785673853,24.115629196166992,0.15152938663959503,0.6080543994903564,3.1431891918182373,0
366,1306,-5.9723041666666745,-0.05997166666666667,3.61e+20,0.8,-999/-999,8325.6,3.34247e-14,9.9057e-15,1.02451e-14,7.36253e-15,-999.0,4.23129e-14,1.76095e-14,-999.0,4.24964e-14,2.16933e-14,-999.0,6556016,-5.973151315167229,-0.0598573304472733,20.616382598876953,0.009232206270098686,0.08205568045377731,3.240523338317871,0
367,1312,16.500058333333328,-0.5355366666666667,3.78e+20,0.8,-999/-999,10171.4,1.65768e-14,5.833890000000001e-15,2.45529e-14,9.62829e-15,-999.0,8.364700000000001e-15,6.720480000000001e-15,-999.0,0.0,-2.21037e-11,8.32125e-14,8605334,16.500859227033864,-0.53390892724789,23.782054901123047,0.07885546237230301,0.35081252455711365,2.0443031787872314,0
368,1330,-18.894187500000047,-0.04257138888888889,5.23e+20,0.8,-999/-999,34642.5,7.15032e-15,2.52977e-15,7.037909999999998e-15,3.46477e-15,-999.0,4.386290000000001e-15,3.2395000000000003e-15,-999.0,6.49597e-15,4.79761e-15,-999.0,1649108,-18.894520345403635,-0.04124494390607986,22.55204963684082,0.05352915823459625,0.016167473047971725,3.371772289276123,0
369,1339,-18.80895416666669,-0.031057777777777774,5.28e+20,0.8,-999/-999,35667.5,9.658629999999999e-15,2.83157e-15,6.9276899999999996e-15,3.39184e-15,-999.0,8.61342e-15,4.21718e-15,-999.0,9.55806e-15,5.50657e-15,-999.0,1650514,-18.809074139249958,-0.029966252978991248,21.183135986328125,0.01135368924587965,0.1701374500989914,2.897279977798462,3
370,1341,-18.843987500000022,0.0035925,5.26e+20,0.8,-999/-999,34833.8,1.14058e-14,3.12774e-15,1.02167e-14,4.24988e-15,-999.0,7.62851e-15,3.9677e-15,-999.0,1.1294e-14,5.8741700000000005e-15,-999.0,1654474,-18.843042015038293,0.0035643203554047644,23.12786102294922,0.07607848942279816,0.00021220953203737736,4.45026159286499,0
371,1345,-18.89325833333339,0.030284166666666668,5.24e+20,0.8,-999/-999,29189.7,2.00203e-14,3.8701e-15,1.39096e-14,4.5017099999999995e-15,-999.0,1.44464e-14,5.17953e-15,-999.0,2.56702e-14,8.30792e-15,-999.0,1657406,-18.892656586385613,0.03056760268149196,21.17514991760254,0.011109721846878529,0.04835297912359238,2.721503496170044,0
372,5602,38.96935833333333,0.6592005555555556,2.32e+20,0.8,-999/-999,14617.9,1.2440600000000001e-14,4.1974e-15,2.70365e-15,2.6706800000000002e-15,-999.0,2.0255400000000002e-14,8.80286e-15,-999.0,1.23617e-14,8.54979e-15,-999.0,14780440,38.96954113876064,0.6589374529569316,20.87298011779785,0.009597552008926868,0.9830718040466309,1.9451279640197754,0
373,5605,38.82639583333332,0.6521266666666667,2.27e+20,0.8,-999/-999,6275.2,5.902000000000001e-14,9.4605e-15,5.1208800000000005e-14,1.19988e-14,-999.0,5.775750000000002e-14,1.55677e-14,-999.0,2.93837e-14,1.3916599999999999e-14,-999.0,14779708,38.82604032562441,0.6523660529049411,24.672330856323242,0.1666208654642105,0.5663468837738037,1.7432162761688232,0
374,1349,38.83909583333332,0.8225636111111111,2.22e+20,0.8,-999/-999,5684.0,3.5211500000000003e-14,1.1062600000000001e-14,3.0491300000000004e-14,-1.91406e-11,1.34092e-13,6.12824e-14,2.3832800000000002e-14,-999.0,4.681140000000001e-14,2.54836e-14,-999.0,14799569,38.83810880971829,0.8240795999406672,23.810836791992188,0.060544926673173904,0.10600977391004562,1.945406198501587,0
375,2869,38.34339583333332,0.8500141666666666,2.06e+20,1.463,+0.19/-0.15,4573.8,1.12826e-13,8.75667e-15,1.60331e-13,2.1221e-14,-999.0,2.76581e-13,3.0888900000000004e-14,-999.0,9.17817e-14,2.04933e-14,-999.0,14592406,38.34417565303598,0.8498670342653504,20.179929733276367,0.003546203253790736,0.9849018454551697,1.873276710510254,0
376,2428,38.30667083333333,0.9254041666666666,2.06e+20,0.8,-999/-999,9506.3,3.298259999999999e-14,7.10889e-15,2.43137e-14,8.04843e-15,-999.0,2.47125e-14,9.911750000000001e-15,-999.0,3.78125e-14,1.51659e-14,-999.0,14600746,38.30618859667682,0.9251054537861,19.988088607788086,0.006041006650775671,0.17771899700164795,2.9861464500427246,0
377,2430,38.49950416666667,0.8268738888888889,2.07e+20,0.8,-999/-999,13133.9,2.6513999999999998e-14,6.3064599999999995e-15,1.7109e-14,6.6303e-15,-999.0,3.0414e-14,1.1021e-14,-999.0,1.99453e-14,1.0962899999999998e-14,-999.0,14589504,38.49822525284024,0.8254680076481469,22.71053123474121,0.048145756125450134,0.0003278569784015417,4.626755237579346,2
378,1512,31.487816666666674,-0.3657783333333333,2.46e+20,0.8,-999/-999,27992.3,1.22259e-14,2.85747e-15,8.91283e-15,3.26939e-15,-999.0,1.58787e-14,5.13858e-15,-999.0,4.03244e-15,3.26235e-15,-999.0,11954481,31.48769601932757,-0.36617383042280394,23.107030868530273,0.0630594938993454,0.2688937783241272,2.608095407485962,0
379,1513,31.445908333333332,-0.3204508333333333,2.44e+20,0.8,-999/-999,25065.5,8.74487e-15,2.5836200000000004e-15,6.79727e-15,3.0550899999999997e-15,-999.0,7.575399999999998e-15,3.9502299999999995e-15,-999.0,7.70055e-15,4.81473e-15,-999.0,11959695,31.44633705637091,-0.32061623970623343,23.98572540283203,0.11527983844280243,0.8314148783683777,2.0304136276245117,0
380,1514,31.587170833333346,-0.3966002777777778,2.47e+20,0.5489999999999999,+0.25/-0.19,29872.5,4.2539e-14,5.782e-15,1.83862e-14,4.35397e-15,-999.0,3.17618e-14,7.36182e-15,-999.0,5.05157e-14,1.17086e-14,-999.0,11951108,31.587934350632125,-0.3963152082462246,22.03154182434082,0.02255905233323574,0.7994588613510132,2.165580987930298,0
381,1363,31.62102916666666,-0.3686155555555555,2.46e+20,0.8,-999/-999,23601.4,9.81473e-15,3.12961e-15,3.81706e-15,2.66456e-15,-999.0,8.49598e-15,4.612e-15,-999.0,1.7265e-14,8.368600000000003e-15,-999.0,11954285,31.62133210513739,-0.36804152307685706,21.53889274597168,0.012312646955251694,0.9751635193824768,2.0007238388061523,0
382,1364,31.44650000000001,-0.3926563888888889,2.46e+20,0.8,-999/-999,19552.3,1.05454e-14,3.26568e-15,4.10043e-15,-5.7101199999999995e-12,1.74232e-14,7.82803e-15,4.56606e-15,-999.0,2.982320000000001e-14,1.09373e-14,-999.0,11951546,31.44706076786961,-0.39259506937572847,21.848894119262695,0.024250013753771782,0.034603703767061234,2.7767279148101807,0
383,1517,31.5077125,-0.19419583333333326,2.4e+20,0.44,+0.26/-0.20,19063.6,4.27398e-14,6.20445e-15,1.3232699999999999e-14,3.8416e-15,-999.0,3.28261e-14,7.62384e-15,-999.0,5.31245e-14,1.23381e-14,-999.0,11972327,31.50714415019092,-0.1948348078234257,21.323223114013672,0.010498127900063992,0.9591057300567627,2.133450746536255,0
384,1518,31.61765833333334,-0.22212583333333333,2.42e+20,0.8,-999/-999,30797.0,1.56262e-14,3.2611199999999996e-15,7.28044e-15,2.92452e-15,-999.0,1.8961900000000004e-14,5.7295499999999994e-15,-999.0,1.65152e-14,6.63407e-15,-999.0,11969419,31.617710433622197,-0.22234879128927013,21.948558807373047,0.034363754093647,0.018048498779535294,3.8747148513793945,3
385,1519,31.46797916666665,-0.4353241666666667,2.48e+20,0.8,-999/-999,18738.6,1.67489e-14,3.67659e-15,8.3785e-15,3.37239e-15,-999.0,1.24181e-14,4.99835e-15,-999.0,2.83805e-14,9.348879999999999e-15,-999.0,11947078,31.46879981542815,-0.4348271492518012,24.39743423461914,0.18631763756275177,0.10357434302568436,2.819554328918457,0
386,1522,31.52530833333333,-0.1617472222222222,2.39e+20,0.8,-999/-999,17251.0,2.938550000000001e-14,4.88628e-15,2.05086e-14,5.3687100000000004e-15,-999.0,3.82076e-14,9.18112e-15,-999.0,1.1657700000000002e-14,6.10075e-15,-999.0,11976378,31.525731627626215,-0.16187031505917576,18.776962280273438,0.0020324811339378357,0.02907697856426239,3.5652332305908203,0
387,1523,31.64392083333334,-0.43698472222222223,2.48e+20,0.8,-999/-999,22736.2,2.10246e-14,4.0851e-15,1.71887e-14,4.99419e-15,-999.0,1.0915799999999998e-14,4.80039e-15,-999.0,2.77181e-14,9.4512e-15,-999.0,11947091,31.643621468600223,-0.43676074293240086,20.31239891052246,0.008234331384301186,0.05400553718209267,3.431018114089966,2
388,1524,31.539254166666666,-0.1515836111111111,2.39e+20,0.8,-999/-999,14227.3,2.94806e-14,5.15774e-15,6.42966e-15,3.2444299999999997e-15,-999.0,3.83488e-14,9.460080000000001e-15,-999.0,4.3863e-14,1.2411499999999999e-14,-999.0,11977312,31.538654444999107,-0.15151261311368117,21.195466995239258,0.010741215199232101,0.4838774502277374,2.418198823928833,0
389,1372,31.71077916666667,-0.2988775,2.45e+20,0.8,-999/-999,16886.5,1.42957e-14,4.0806e-15,8.3398e-15,4.099710000000001e-15,-999.0,1.65094e-14,-1.05905e-11,4.07789e-14,3.77496e-14,1.34035e-14,-999.0,11962072,31.70953073607964,-0.29895718824975265,22.58903694152832,0.056116897612810135,0.005916696973145008,3.9366636276245117,0
390,1526,31.69986666666665,-0.24447416666666666,2.44e+20,0.8,-999/-999,27227.0,1.0361700000000001e-14,3.12754e-15,6.585680000000001e-15,3.36416e-15,-999.0,1.22358e-14,5.41655e-15,-999.0,7.45822e-15,5.40115e-15,-999.0,11967384,31.70016807450031,-0.2446900279546952,20.804136276245117,0.008326422423124313,0.9186736345291138,2.286226749420166,0
391,1395,43.37407500000001,-0.2344833333333333,5.54e+20,0.8,-999/-999,33818.6,9.08018e-15,2.70288e-15,5.56865e-15,3.0448e-15,-999.0,1.0231e-14,4.30353e-15,-999.0,7.55431e-15,4.6586700000000004e-15,-999.0,14467048,43.37332640929089,-0.2348541506934112,16.085615158081055,0.000564367335755378,0.02906055375933647,9.114211082458496,2
392,1396,43.31661666666668,-0.24085277777777775,5.45e+20,0.8,-999/-999,33278.2,7.96477e-15,2.54609e-15,5.75307e-15,3.12938e-15,-999.0,7.08192e-15,3.85221e-15,-999.0,7.850780000000003e-15,4.81814e-15,-999.0,14466025,43.31674909009985,-0.24139946337005902,22.657636642456055,0.04293235018849373,0.8627610802650452,2.7596628665924072,0
393,1397,43.30339999999998,-0.2741886111111111,5.44e+20,0.8,-999/-999,33398.8,7.94863e-15,2.54524e-15,9.4707e-15,3.79007e-15,-999.0,3.888300000000001e-15,2.73865e-15,-999.0,5.74606e-15,4.04713e-15,-999.0,14463532,43.304083948923584,-0.2733616915013625,22.08024787902832,0.029460914433002472,0.8643648624420166,3.162008285522461,0
394,1398,43.39192083333333,-0.2964222222222222,5.53e+20,0.8,-999/-999,31469.2,2.19926e-14,3.753e-15,7.976139999999999e-15,3.1952400000000002e-15,-999.0,2.4417599999999998e-14,6.2491700000000005e-15,-999.0,2.88368e-14,7.992489999999997e-15,-999.0,14461430,43.391824903138286,-0.29611703127594624,23.245872497558594,0.09274113178253174,0.10377785563468933,4.685946464538574,0
395,1401,43.40764583333333,-0.20189277777777775,5.55e+20,1.157,+0.27/-0.20,34151.4,3.10177e-14,3.870300000000001e-15,4.01994e-14,7.38124e-15,-999.0,3.47733e-14,7.15085e-15,-999.0,2.86415e-14,7.684899999999998e-15,-999.0,14469326,43.408341217590305,-0.20173338521943163,19.683603286743164,0.0031153755262494087,0.8567405939102173,2.916860580444336,0
396,1402,43.32619166666666,-0.3367563888888889,5.44e+20,0.8,-999/-999,34458.2,1.18833e-14,2.84468e-15,3.1450099999999998e-15,2.11798e-15,-999.0,1.16173e-14,4.34962e-15,-999.0,2.003e-14,7.06624e-15,-999.0,14457648,43.326385410276565,-0.3363858281082664,22.71550941467285,0.05201610177755356,0.10734544694423676,3.8821423053741455,0
397,1403,43.25646666666666,-0.2706969444444444,5.44e+20,0.8,-999/-999,35067.7,1.52565e-14,3.14412e-15,1.27554e-14,3.9892299999999995e-15,-999.0,1.37482e-14,4.69745e-15,-999.0,1.16111e-14,5.049710000000001e-15,-999.0,14463771,43.256937354829894,-0.27058278181604367,20.970247268676758,0.008588929660618305,0.9828960299491882,2.5335347652435303,0
398,1406,43.45450833333331,-0.2668305555555556,5.55e+20,0.8,-999/-999,34658.0,9.96126e-15,2.7036e-15,5.67742e-15,2.95735e-15,-999.0,8.68132e-15,4.04371e-15,-999.0,1.2814400000000001e-14,5.96888e-15,-999.0,14464131,43.45472044028525,-0.2662243363028926,21.684043884277344,0.02166089415550232,0.9773225784301758,2.747147560119629,0
399,1407,43.42420833333333,-0.17432277777777774,5.55e+20,0.8,-999/-999,34228.1,6.63584e-15,2.4032e-15,8.826220000000002e-15,3.87982e-15,-999.0,5.40017e-15,3.35192e-15,-999.0,8.539350000000001e-15,-8.647580000000001e-12,2.63324e-14,14471824,43.42431981883339,-0.17251212975297694,21.475597381591797,0.014251039363443851,0.029143577441573143,3.405006170272827,0
400,1408,43.23498749999999,-0.31732666666666665,5.43e+20,0.8,-999/-999,31039.4,2.46523e-14,4.04136e-15,6.6687700000000005e-15,2.91644e-15,-999.0,3.56242e-14,7.63664e-15,-999.0,2.4298599999999998e-14,7.63422e-15,-999.0,14459835,43.2347819823369,-0.3176713975957192,20.340927124023438,0.007646910846233368,0.05392474681138992,3.9399704933166504,2
401,1409,43.22468333333333,-0.31853944444444443,5.43e+20,0.736,+0.23/-0.18,27520.8,4.77371e-14,5.81011e-15,4.82592e-14,7.99055e-15,-999.0,1.59773e-14,5.02647e-15,-999.0,5.2565199999999984e-14,1.1273399999999999e-14,-999.0,14459430,43.22488334543229,-0.3184608393403926,20.415061950683594,0.005853819660842419,0.888039231300354,2.931419610977173,0
402,1410,43.212950000000006,-0.2013602777777778,5.44e+20,0.8,-999/-999,32937.8,7.36173e-15,2.3955200000000003e-15,8.76917e-15,3.73656e-15,-999.0,1.80026e-15,1.8830100000000002e-15,-999.0,7.98064e-15,4.94691e-15,-999.0,14469065,43.21190485129009,-0.20237501102871583,23.936840057373047,0.10992990434169769,0.7237817645072937,3.1021857261657715,0
403,1411,43.21235833333333,-0.18903916666666665,5.44e+20,0.8,-999/-999,32436.3,7.34227e-15,2.54524e-15,2.91523e-15,2.26542e-15,-999.0,3.590639999999999e-15,2.79028e-15,-999.0,1.59234e-14,7.29349e-15,-999.0,14470291,43.21277850436139,-0.18926225334955143,23.505399703979492,0.08365566283464432,0.5543832182884216,3.04343318939209,0
404,1412,43.48665,-0.18995583333333327,5.56e+20,-0.052000000000000005,+0.27/-0.20,31138.9,5.15596e-14,7.28841e-15,3.83264e-15,1.90216e-15,-999.0,3.14496e-14,7.20397e-15,-999.0,7.85245e-14,1.47894e-14,-999.0,14470471,43.48671606804017,-0.18995323478894846,19.304569244384766,0.002481612144038081,0.8211168050765991,3.0280649662017822,0
405,1414,43.45840833333333,-0.1306025,5.56e+20,0.8,-999/-999,33221.8,1.04289e-14,3.005e-15,2.31213e-15,1.9916399999999998e-15,-999.0,1.4137999999999999e-14,5.49975e-15,-999.0,1.25224e-14,6.18546e-15,-999.0,14475001,43.457727714703985,-0.13120182149177753,22.80330467224121,0.04659350961446762,0.05538656935095787,3.2467355728149414,0
406,1415,43.29190416666666,-0.09626861111111112,5.54e+20,0.8,-999/-999,24006.9,1.68329e-14,3.754e-15,6.71532e-15,3.2873000000000004e-15,-999.0,8.22217e-15,4.02494e-15,-999.0,3.64025e-14,1.05576e-14,-999.0,14477966,43.292925842551604,-0.09666152547595587,19.99910545349121,0.008696477860212326,0.02739560231566429,7.715052604675293,0
407,1416,43.49364583333332,-0.15317750000000002,5.57e+20,0.8,-999/-999,24850.1,1.34915e-14,3.45667e-15,1.7956200000000003e-14,5.56537e-15,-999.0,1.09717e-14,4.89544e-15,-999.0,2.9142e-14,-1.24361e-11,5.3483800000000007e-14,14473338,43.49554701005542,-0.15293965829251138,21.744489669799805,0.020730935037136078,0.19043099880218506,3.355748176574707,2
408,1417,43.4327375,-0.08357555555555556,5.56e+20,0.8,-999/-999,30797.0,1.48252e-14,3.606000000000001e-15,1.88221e-14,5.75635e-15,-999.0,6.5777e-15,3.7728299999999994e-15,-999.0,9.708410000000001e-15,5.56854e-15,-999.0,14478529,43.431922268984586,-0.08495198124206761,24.036619186401367,0.10140015184879303,0.7247152328491211,2.3408162593841553,0
409,1418,43.40519166666667,-0.07236416666666666,5.56e+20,0.8,-999/-999,34146.5,9.68962e-15,3.005e-15,8.59255e-15,4.06842e-15,-999.0,7.87931e-15,4.19081e-15,-999.0,7.75482e-15,5.02521e-15,-999.0,14479542,43.40597365481032,-0.07228234952230951,21.65723991394043,0.01899424009025097,0.8258112668991089,3.3415493965148926,0
410,1423,-18.124591666666674,0.0016541666666666664,6.03e+20,1.015,+0.13/-0.11,21855.3,1.44851e-13,9.85292e-15,1.2296e-13,1.45029e-14,-999.0,1.72079e-13,1.7968400000000002e-14,-999.0,1.4230799999999996e-13,1.96304e-14,-999.0,1460669,-18.12420597622662,0.0018313441729870296,18.798198699951172,0.0016310455976054072,0.9711300134658813,2.396958827972412,0
411,1424,-18.160216666666717,0.08486194444444442,6.07e+20,0.8,-999/-999,22426.3,1.24132e-14,3.65856e-15,1.26466e-14,5.3991000000000005e-15,-999.0,1.2611700000000001e-14,-8.8455e-12,1.98489e-14,2.20481e-14,9.41283e-15,-999.0,1467705,-18.159138778963438,0.08535300396657547,23.34075927734375,0.0527959018945694,0.674358069896698,2.2114570140838623,0
412,1425,-18.237608333333355,0.0067305555555555565,5.92e+20,0.8,-999/-999,22579.3,3.18628e-14,5.616600000000001e-15,1.38256e-14,5.263369999999999e-15,-999.0,4.13879e-14,9.96403e-15,-999.0,2.841040000000001e-14,9.8654e-15,-999.0,1461198,-18.237499315145214,0.007404340277167762,19.03655242919922,0.0021498098503798246,0.837919294834137,2.6323044300079346,0
413,1426,-18.20767083333334,-0.059925555555555565,5.9e+20,0.8,-999/-999,22580.5,1.31077e-14,3.79275e-15,1.3259799999999998e-14,5.43715e-15,-999.0,1.13568e-14,5.36734e-15,-999.0,6.68149e-15,5.07609e-15,-999.0,1647089,-18.207427690239115,-0.05967989317308335,21.393037796020508,0.011117173358798027,0.5605579018592834,1.951059341430664,0
414,1427,-18.08632083333333,-0.07058944444444444,6.01e+20,0.8,-999/-999,21981.4,1.60104e-14,4.2613199999999996e-15,1.77393e-14,6.44727e-15,-999.0,1.0568000000000001e-14,5.5217799999999996e-15,-999.0,1.0354200000000001e-14,6.34685e-15,-999.0,1645749,-18.08649098094071,-0.07117140953324139,21.342145919799805,0.010018321685492992,0.9508277773857117,1.8519001007080078,0
415,1428,-18.11547500000006,0.12472527777777777,6.15e+20,0.8,-999/-999,17594.6,1.7539099999999995e-14,4.4306199999999994e-15,7.97481e-15,4.34819e-15,-999.0,9.42619e-15,5.13954e-15,-999.0,3.456330000000001e-14,1.1624e-14,-999.0,1470836,-18.115307138511582,0.12317221311288878,21.49111557006836,0.01782074198126793,0.20875869691371918,3.1525917053222656,0
