,OBJID,RA,DEC,NH,ENERGY_SLOPE,ENERGY_SLOPE_ERROR,EXPOSURE_TIME,nufnu_3keV(erg.s-1.cm-2),nufnu_error_3keV(erg.s-1.cm-2),nufnu_0.5keV(erg.s-1.cm-2),nufnu_error_0.5keV(erg.s-1.cm-2),upper_limit_0.5keV(erg.s-1.cm-2),nufnu_1.5keV(erg.s-1.cm-2),nufnu_error_1.5keV(erg.s-1.cm-2),upper_limit_1.5keV(erg.s-1.cm-2),nufnu_4.5keV(erg.s-1.cm-2),nufnu_error_4.5keV(erg.s-1.cm-2),upper_limit_4.5keV(erg.s-1.cm-2),OBJID,ALPHA_J2000,DELTA_J2000,MAG_AUTO,MAGERR_AUTO,CLASS_STAR,FLUX_RADIUS,FLAGS
590,2419,16.99867499999999,0.9252677777777776,2.55e+20,0.8,-999/-999,12444.4,1.85108e-14,5.59691e-15,1.80601e-14,7.40773e-15,-999.0,1.06597e-14,6.955509999999999e-15,-999.0,1.62277e-14,1.05887e-14,-999.0,9497257,16.999734481139797,0.9250715666688106,24.397876739501953,0.14429578185081482,0.21816964447498322,1.927030324935913,0
591,2421,16.84407083333332,-0.3157902777777778,3.53e+20,0.8,-999/-999,1544.7,1.79658e-13,3.24599e-14,0.0,-5.94263e-11,4.36775e-13,3.64741e-13,7.44873e-14,-999.0,1.37393e-13,5.6100699999999996e-14,-999.0,8829510,16.844491308928095,-0.3156412751341011,23.169330596923828,0.08301961421966553,0.000571202952414751,3.550010919570923,3
592,2422,16.770295833333336,-0.3878025000000001,3.69e+20,0.8,-999/-999,3656.2,1.0021e-13,2.41196e-14,1.3866500000000002e-13,3.92595e-14,-999.0,6.33323e-14,3.0124099999999996e-14,-999.0,7.62398e-14,-9.16173e-11,6.29667e-13,8820661,16.770470915708202,-0.38781620340341977,24.002710342407227,0.12111028283834457,0.8242177963256836,2.5434672832489014,0
593,2423,16.730216666666678,-0.4201208333333333,3.7e+20,0.8,-999/-999,2975.7,9.81803e-14,2.55456e-14,9.05981e-14,3.41282e-14,-999.0,4.13535e-14,2.6713e-14,-999.0,1.24425e-13,5.69246e-14,-999.0,8816942,16.731331009875717,-0.41870325300089306,20.73525047302246,0.007631531450897455,0.8065373301506042,2.586714267730713,0
594,2424,-30.037041666666713,0.29364416666666665,3.98e+20,0.8,-999/-999,5782.4,2.07798e-14,8.73581e-15,7.764069999999998e-15,7.27197e-15,-999.0,3.1333e-14,1.69278e-14,-999.0,1.5670699999999998e-14,1.46774e-14,-999.0,3179954,-30.03707872037893,0.293969623586565,23.7403507232666,0.11331872642040253,0.0025666714645922184,4.603570461273193,0
595,2425,-29.969358333333393,0.2471525,4e+20,0.8,-999/-999,6044.8,5.2132500000000005e-14,1.3040299999999999e-14,4.87219e-14,1.82808e-14,-999.0,5.45669e-14,2.25178e-14,-999.0,1.63676e-14,1.44297e-14,-999.0,3174183,-29.969802639580735,0.24733586563094345,19.48402214050293,0.0024092395324259996,0.3438321352005005,2.347960948944092,2
596,5000,6.819820833333324,1.1124197222222223,2.83e+20,0.8,-999/-999,27955.5,1.4487e-14,3.17032e-15,1.03016e-14,3.50003e-15,-999.0,7.45792e-15,3.65974e-15,-999.0,2.2647e-14,7.694490000000002e-15,-999.0,15979328,6.819861439981937,1.1112974555676125,23.8358097076416,0.17730613052845,0.0010718733537942171,3.3890743255615234,0
597,5003,6.7771291666666675,1.1154275,2.82e+20,0.8,-999/-999,28180.2,9.9464e-15,2.6182e-15,7.36444e-15,3.04178e-15,-999.0,2.13455e-15,1.9194600000000002e-15,-999.0,1.9446e-14,7.08548e-15,-999.0,15979753,6.777291831928158,1.1168830353197519,24.849565505981445,0.20826402306556702,0.38296574354171753,2.3739023208618164,0
598,5007,6.755983333333348,1.1116777777777778,2.81e+20,0.8,-999/-999,27656.1,1.75356e-14,3.44375e-15,4.79162e-15,2.4937e-15,-999.0,2.08498e-14,6.2425199999999995e-15,-999.0,2.6374700000000002e-14,8.48087e-15,-999.0,15979457,6.757846414428589,1.1117139135131058,20.33880615234375,0.008156530559062958,0.036694761365652084,3.6967527866363525,2
599,5010,6.868212499999999,1.07629,2.84e+20,0.8,-999/-999,34597.1,9.33929e-15,2.48202e-15,6.919629999999999e-15,2.89197e-15,-999.0,1.20171e-14,4.62578e-15,-999.0,3.0396e-15,2.8095099999999998e-15,-999.0,15976165,6.868904314160784,1.0761184699932373,20.620502471923828,0.0088454345241189,0.4252069294452667,3.2626500129699707,2
600,5011,6.728966666666678,1.12817,2.81e+20,0.8,-999/-999,27822.8,8.46749e-15,2.4795e-15,1.88018e-15,1.51898e-15,-999.0,2.72662e-15,2.2028e-15,-999.0,2.48445e-14,8.36233e-15,-999.0,15981073,6.72938637508572,1.128360040513546,17.97926902770996,0.0025084451772272587,0.028632624074816704,8.00968074798584,3
601,5013,6.917979166666669,1.1033308333333334,2.87e+20,0.8,-999/-999,35077.8,9.655200000000001e-15,2.4845400000000003e-15,3.12488e-15,1.96688e-15,-999.0,9.03476e-15,4.02374e-15,-999.0,1.7130700000000005e-14,6.82748e-15,-999.0,15978655,6.918219680490852,1.1024355887049335,20.306703567504883,0.005644841585308313,0.9579129219055176,2.5730814933776855,0
602,5015,6.880012499999991,1.0323069444444444,2.83e+20,0.8,-999/-999,28405.7,2.7954000000000003e-14,4.273040000000001e-15,1.3713299999999998e-14,4.07111e-15,-999.0,3.22703e-14,7.468569999999999e-15,-999.0,3.0147500000000005e-14,8.94997e-15,-999.0,15971660,6.880285717913941,1.0324155146037113,20.53217315673828,0.007223650813102722,0.6126567721366882,2.987325668334961,0
603,5017,6.9697083333333305,1.1107605555555558,2.89e+20,0.065,+0.24/-0.18,19745.8,5.78811e-14,7.81884e-15,2.29399e-14,4.76762e-15,-999.0,8.30472e-15,3.80851e-15,-999.0,8.41363e-14,1.6290799999999997e-14,-999.0,15979388,6.9694137608643985,1.1105474075473514,19.801237106323242,0.004368791356682777,0.8527453541755676,2.951024293899536,0
604,5020,6.750162499999987,1.0014786111111111,2.78e+20,0.373,+0.26/-0.19,25360.1,4.57377e-14,6.5233e-15,1.0895999999999999e-14,3.52171e-15,-999.0,3.596359999999999e-14,8.015519999999997e-15,-999.0,5.853390000000002e-14,1.3046000000000001e-14,-999.0,15968533,6.751134828010663,1.0008702143748942,20.933805465698242,0.00862610898911953,0.9765809774398804,2.4317030906677246,0
605,2507,30.63919166666668,-0.11063333333333332,2.32e+20,0.8,-999/-999,4002.9,3.0113e-14,1.2186e-14,1.0475499999999999e-14,9.36152e-15,-999.0,3.139390000000001e-14,1.9581499999999998e-14,-999.0,4.79068e-14,2.98812e-14,-999.0,11575484,30.63828748161023,-0.11067508468137616,25.110904693603516,0.1980462372303009,0.028896590694785118,1.780017614364624,0
606,2509,30.561224999999983,-0.2680272222222222,2.39e+20,0.8,-999/-999,3806.7,3.938880000000001e-14,1.49303e-14,1.3744999999999999e-14,1.17984e-14,-999.0,8.199450000000002e-14,3.4273800000000006e-14,-999.0,6.251519999999998e-14,-5.91768e-11,2.0655300000000005e-13,11554425,30.562823312890337,-0.268700152668504,23.195178985595703,0.07130102813243866,0.009357229806482792,2.9310081005096436,0
607,2511,30.641674999999992,0.049438888888888886,2.27e+20,1.209,+0.17/-0.14,2913.2,4.80732e-13,3.9158e-14,3.82867e-13,5.79203e-14,-999.0,9.65824e-13,1.0694400000000001e-13,-999.0,4.36036e-13,8.427710000000001e-14,-999.0,12790250,30.642986047829506,0.050537755488489274,18.179929733276367,0.0022838262375444174,0.03500373288989067,5.162600994110107,0
608,2512,30.558479166666668,-0.2970569444444444,2.39e+20,0.8,-999/-999,3771.4,9.72913e-14,2.30741e-14,4.89507e-14,-4.0212e-11,1.2468599999999996e-13,1.12504e-13,4.08207e-14,-999.0,2.14415e-13,6.9569e-14,-999.0,11551749,30.559517922741566,-0.2967259529600887,20.615034103393555,0.007847393862903118,0.04035760834813118,2.771929979324341,0
609,2540,33.572929166666654,-0.8345752777777778,2.51e+20,0.8,-999/-999,140022.0,2.24911e-15,7.49705e-16,2.42646e-15,1.0305899999999999e-15,-999.0,8.97841e-16,7.62051e-16,-999.0,2.05084e-15,1.4411899999999999e-15,-999.0,12277131,33.57313663978212,-0.8351013640343059,23.336711883544922,0.0808783695101738,0.09588225185871124,3.1347320079803467,3
610,2542,33.67917916666667,-0.8750805555555556,2.63e+20,0.8,-999/-999,134864.0,2.42022e-15,7.80273e-16,2.1320599999999998e-15,9.71072e-16,-999.0,6.261019999999999e-16,6.530159999999998e-16,-999.0,3.80833e-15,1.94133e-15,-999.0,12272363,33.679125146285216,-0.8754282878538696,21.58074951171875,0.04721604660153389,0.002898168982937932,15.678570747375488,3
611,6028,33.723045833333344,-0.6339097222222222,2.7e+20,0.8,-999/-999,130032.0,4.99069e-15,1.07032e-15,2.78551e-15,1.0787800000000001e-15,-999.0,4.74923e-15,1.68633e-15,-999.0,6.18451e-15,2.39515e-15,-999.0,12295105,33.72309521857037,-0.6332907577032625,22.427078247070312,0.03558235988020897,0.5241162776947021,2.546124219894409,0
612,2648,-3.2463999999999933,0.26577527777777776,3.27e+20,0.8,-999/-999,78748.2,7.671810000000003e-15,1.53912e-15,2.89554e-15,1.28727e-15,-999.0,7.33642e-15,2.4153800000000002e-15,-999.0,1.23209e-14,3.8327e-15,-999.0,4245274,-3.245650684730151,0.2661485201127655,20.937780380249023,0.01766842044889927,0.026934651657938957,4.606751918792725,3
613,2649,-3.2066416666666555,0.3189566666666667,3.28e+20,0.989,+0.04/-0.04,81163.8,3.00515e-13,6.999760000000001e-15,2.60565e-13,9.74617e-15,-999.0,3.3719e-13,1.26407e-14,-999.0,2.98681e-13,1.43203e-14,-999.0,4249336,-3.206407793623441,0.3183445305209208,21.916955947875977,0.03295404464006424,0.018091928213834763,3.593129873275757,0
614,2651,-3.129979166666658,0.2372030555555556,3.28e+20,0.8,-999/-999,82069.8,4.06193e-15,1.23174e-15,4.33134e-16,5.58228e-16,-999.0,6.09194e-15,2.5124400000000006e-15,-999.0,5.52151e-15,2.94193e-15,-999.0,4242883,-3.1292094965127717,0.23766628110745705,22.514404296875,0.04382754862308502,0.038656387478113174,2.908097982406616,0
615,2652,-3.125241666666682,0.27074194444444444,3.28e+20,0.8,-999/-999,77913.5,1.22208e-14,1.81961e-15,5.988259999999998e-16,5.56706e-16,-999.0,2.52635e-15,1.33366e-15,-999.0,4.19883e-14,6.572969999999999e-15,-999.0,4245510,-3.124833942339592,0.270677795864239,24.3665771484375,0.1568971872329712,0.4963477551937103,2.6476523876190186,0
616,2653,-3.1397666666666737,0.2173625,3.27e+20,0.8,-999/-999,84044.0,8.600879999999999e-15,1.53912e-15,3.6359099999999996e-15,1.3149100000000001e-15,-999.0,7.31145e-15,2.21484e-15,-999.0,1.43592e-14,3.8127499999999995e-15,-999.0,4241339,-3.1394909656435743,0.2177059108907117,22.856271743774414,0.05495986342430115,0.345332533121109,2.733724355697632,0
617,2656,-3.2777291666667447,0.2617736111111111,3.27e+20,1.188,+0.16/-0.14,83534.1,2.5918299999999998e-14,2.04926e-15,3.5007e-14,3.96419e-15,-999.0,3.03188e-14,4.17667e-15,-999.0,2.37079e-14,4.2761699999999994e-15,-999.0,4245020,-3.2772285004417085,0.26229780056299556,18.20681381225586,0.0012393912766128778,0.9790859818458557,2.329615354537964,0
618,2657,-3.142341666666709,0.3405088888888889,3.29e+20,0.8,-999/-999,83880.5,3.6321199999999995e-15,1.17617e-15,2.63579e-15,1.33796e-15,-999.0,2.77934e-15,1.6079200000000001e-15,-999.0,4.19891e-15,2.42919e-15,-999.0,4251103,-3.1421478576066306,0.33926852884397884,22.939334869384766,0.07133407890796661,0.029407082125544548,3.4677836894989014,0
619,2659,-3.1490541666667013,0.3525819444444444,3.29e+20,0.8,-999/-999,84004.3,5.16954e-15,1.34419e-15,3.1258800000000002e-15,1.4250600000000001e-15,-999.0,3.51352e-15,1.7924499999999994e-15,-999.0,7.96428e-15,3.34478e-15,-999.0,4252456,-3.1501833087583577,0.3540923561967701,22.681489944458008,0.0392172746360302,0.023686356842517853,2.56620192527771,0
620,2660,-3.270966666666709,0.3420363888888889,3.28e+20,0.8,-999/-999,83599.5,5.5946000000000014e-15,1.3997e-15,4.8286700000000004e-15,1.7444600000000001e-15,-999.0,2.71586e-15,1.53887e-15,-999.0,7.18228e-15,3.06703e-15,-999.0,4251296,-3.2710822180558807,0.3413193335162602,25.328336715698242,0.21453475952148438,0.46593621373176575,1.314227819442749,0
621,2661,-3.091391666666709,0.30799472222222224,3.29e+20,0.8,-999/-999,85271.2,9.03129e-15,1.6802399999999999e-15,6.3e-16,6.09432e-16,-999.0,5.3109699999999996e-15,2.09119e-15,-999.0,2.54188e-14,5.7103400000000004e-15,-999.0,4248531,-3.090997210241369,0.3080116457892002,22.880855560302734,0.07081019133329391,0.0025256886146962643,3.7549400329589844,1
622,2662,-3.130658333333372,0.1717697222222222,3.27e+20,0.8,-999/-999,83995.8,3.0250699999999997e-15,1.07738e-15,2.95132e-15,1.3815899999999998e-15,-999.0,2.3739899999999998e-15,1.45836e-15,-999.0,1.79395e-15,1.56479e-15,-999.0,4237968,-3.130955926920194,0.17102756063701763,24.7535457611084,0.21602807939052582,0.48958393931388855,1.7887743711471558,0
623,2663,-3.0950875000000337,0.2050725,3.28e+20,0.8,-999/-999,79895.5,5.28247e-15,1.32972e-15,1.1971500000000001e-15,8.91896e-16,-999.0,5.04985e-15,2.13593e-15,-999.0,1.01803e-14,3.7394199999999995e-15,-999.0,4240172,-3.094170638259527,0.20347198373332823,24.27683448791504,0.15017108619213104,0.24437646567821503,1.7779961824417114,0
624,2664,-3.256508333333386,0.3750155555555556,3.29e+20,0.8,-999/-999,82591.3,1.26214e-14,1.96028e-15,1.06447e-14,2.47302e-15,-999.0,1.19711e-14,3.04167e-15,-999.0,7.91575e-15,3.08542e-15,-999.0,4254606,-3.2561189202018,0.37509692413911777,19.110332489013672,0.0021006008610129356,0.9808224439620972,2.3043696880340576,0
625,2667,-3.2920916666666926,0.34275944444444445,3.29e+20,0.8,-999/-999,81983.2,4.77048e-15,1.33019e-15,3.56264e-15,1.51165e-15,-999.0,5.72143e-15,2.26037e-15,-999.0,2.16065e-15,1.70771e-15,-999.0,4251424,-3.2928841610457766,0.3426137999273712,25.2777042388916,0.24216504395008087,0.44628116488456726,1.884171485900879,0
626,2669,-3.283587500000067,0.1745511111111111,3.27e+20,0.8,-999/-999,84198.0,1.00798e-14,1.81896e-15,7.17546e-15,2.1975200000000003e-15,-999.0,9.18124e-15,2.8346599999999998e-15,-999.0,9.71117e-15,3.58251e-15,-999.0,4238243,-3.28266428835866,0.17509538520077872,21.342939376831055,0.01398453302681446,0.9839339256286621,2.2306885719299316,0
627,2670,-3.2724750000000995,0.3713955555555555,3.29e+20,0.535,+0.24/-0.19,84288.9,1.9240299999999998e-14,2.55855e-15,8.442650000000002e-15,1.94545e-15,-999.0,1.37036e-14,3.18815e-15,-999.0,2.30203e-14,5.03947e-15,-999.0,4254085,-3.2725206680147494,0.371288008678712,22.268970489501953,0.02609425038099289,0.805296003818512,2.2531771659851074,0
628,2671,-3.126908333333347,0.15680527777777778,3.27e+20,0.722,+0.28/-0.20,81103.6,1.49824e-14,2.08502e-15,7.521600000000003e-15,1.97342e-15,-999.0,1.44442e-14,3.06051e-15,-999.0,1.65977e-14,4.35468e-15,-999.0,4237141,-3.1262958993319785,0.15788581122717407,19.89763832092285,0.007136796601116657,0.03049219213426113,3.9800477027893066,2
629,2672,-3.3232791666667367,0.25300527777777776,3.28e+20,0.8,-999/-999,84393.7,4.39086e-15,1.28772e-15,1.76831e-15,1.0893100000000001e-15,-999.0,3.73296e-15,1.86042e-15,-999.0,7.51659e-15,3.27408e-15,-999.0,4244210,-3.3236194466465463,0.2538636105825735,21.32259178161621,0.018416883423924446,0.10456163436174393,2.9171838760375977,0
630,2673,-3.1380833333333267,0.38754583333333337,3.3e+20,0.8,-999/-999,85452.5,3.90347e-15,1.2045199999999999e-15,1.77129e-15,1.09276e-15,-999.0,4.97245e-15,2.1489000000000003e-15,-999.0,3.75843e-15,2.3186900000000002e-15,-999.0,4255512,-3.1368094627267737,0.3866795419141758,22.892385482788086,0.07441207021474838,0.00018404053116682917,3.692067861557007,0
631,2674,-3.2342375000000065,0.13749833333333333,3.27e+20,0.607,+0.18/-0.15,74597.7,3.465230000000001e-14,3.40683e-15,1.53864e-14,2.78361e-15,-999.0,2.86623e-14,4.49627e-15,-999.0,4.03177e-14,7.027290000000001e-15,-999.0,4235637,-3.2335312345641114,0.1376816473219517,19.595375061035156,0.0042077018879354,0.5477628707885742,2.904963970184326,0
632,2675,-3.3047750000000637,0.3505486111111111,3.29e+20,0.8,-999/-999,79823.4,5.66521e-15,1.4002000000000002e-15,2.41843e-15,1.26965e-15,-999.0,5.94629e-15,2.35567e-15,-999.0,7.70006e-15,3.3070399999999998e-15,-999.0,4252169,-3.3045703464146072,0.35076176466144826,24.528249740600586,0.15714098513126373,0.574932336807251,1.6938761472702026,0
633,2677,-3.267437500000085,0.3927169444444445,3.3e+20,0.8,-999/-999,82049.2,7.941400000000001e-15,1.6807200000000002e-15,6.00509e-15,1.86354e-15,-999.0,6.74654e-15,2.3798500000000002e-15,-999.0,7.64089e-15,3.19925e-15,-999.0,4256080,-3.267785939124451,0.3932586402335577,23.684438705444336,0.10157901048660278,0.0860380008816719,2.5606584548950195,0
634,2678,-3.053070833333379,0.22620972222222224,3.29e+20,0.701,+0.13/-0.12,83325.7,4.57833e-14,3.48335e-15,2.4047499999999998e-14,3.21727e-15,-999.0,4.06192e-14,5.17004e-15,-999.0,5.12789e-14,7.15957e-15,-999.0,4242276,-3.0524107602486197,0.22695005738043633,19.071670532226562,0.0032161374110728502,0.04707491770386696,3.7294697761535645,0
635,2679,-3.0445458333333586,0.1970725,3.29e+20,0.8,-999/-999,64619.7,9.00329e-15,1.82026e-15,5.22334e-15,-3.29855e-12,5.99529e-15,1.27492e-14,3.47997e-15,-999.0,1.54109e-14,4.9068999999999985e-15,-999.0,4240176,-3.0440167878991815,0.1977298664815664,19.03553009033203,0.005455505568534136,0.028618639335036278,6.737098217010498,3
636,2680,-3.0328291666666587,0.30966388888888885,3.29e+20,0.8,-999/-999,85472.2,8.78626e-15,1.6802399999999999e-15,6.7088300000000006e-15,1.90447e-15,-999.0,4.71491e-15,1.92737e-15,-999.0,1.24668e-14,3.88238e-15,-999.0,4248664,-3.0338939933045594,0.30979379429948795,23.809289932250977,0.10264410823583603,0.004957693163305521,2.822899103164673,0
637,2682,-3.3225166666667283,0.3837755555555556,3.3e+20,0.8,-999/-999,80868.2,3.962300000000001e-15,1.30256e-15,2.3956800000000003e-15,1.41805e-15,-999.0,3.36506e-15,1.9918399999999996e-15,-999.0,5.08332e-15,3.0089e-15,-999.0,4255332,-3.323136007209314,0.38467718074290663,25.329971313476562,0.24802744388580322,0.4690326154232025,1.4859638214111328,0
638,2683,-3.2145916666667063,0.4523966666666666,3.31e+20,0.8,-999/-999,83460.0,1.31745e-14,2.10165e-15,6.46481e-16,6.467360000000001e-16,-999.0,1.1795299999999998e-14,3.25941e-15,-999.0,3.1524e-14,6.330680000000001e-15,-999.0,4260690,-3.2142183148561685,0.4528973791997857,21.546335220336914,0.03237712383270264,0.023579008877277374,4.338815212249756,0
639,2684,-3.2482499999999845,0.09354305555555556,3.26e+20,1.369,+0.07/-0.07,14701.1,1.33782e-13,4.81518e-15,2.33524e-13,1.19102e-14,-999.0,1.97355e-13,1.21249e-14,-999.0,1.1339300000000001e-13,1.05776e-14,-999.0,4231681,-3.2475516657623302,0.09414008494866324,19.940959930419922,0.003960580099374056,0.9634466767311096,2.3128504753112793,0
640,2685,-3.1590500000000366,0.4558758333333334,3.31e+20,0.8,-999/-999,79958.5,1.01776e-14,1.96154e-15,5.2771399999999996e-15,1.87383e-15,-999.0,1.23486e-14,3.4196999999999995e-15,-999.0,9.32885e-15,3.65551e-15,-999.0,4260885,-3.158224551111971,0.45610491694550553,24.112253189086914,0.14974476397037506,0.3045184314250946,2.2771542072296143,0
641,2686,-3.0358041666666513,0.16048444444444446,3.29e+20,0.873,+0.17/-0.14,40100.3,4.02252e-14,3.55509e-15,3.20899e-14,4.49e-15,-999.0,3.61136e-14,5.5624800000000004e-15,-999.0,4.18667e-14,7.36896e-15,-999.0,4237349,-3.034488646080945,0.16173421936890603,20.389745712280273,0.006536548025906086,0.9759880900382996,2.2894606590270996,0
642,2687,-3.191108333333375,0.4625622222222222,3.31e+20,0.8,-999/-999,82686.4,1.87327e-14,2.52198e-15,1.3374700000000002e-14,2.78735e-15,-999.0,2.03419e-14,4.1911799999999996e-15,-999.0,1.29957e-14,4.13597e-15,-999.0,4261506,-3.1906914376162945,0.4630440143937168,21.432104110717773,0.01585480198264122,0.9847434759140015,2.190690279006958,0
643,2688,-3.0123875000000453,0.3557188888888889,3.3e+20,0.8,-999/-999,81488.9,9.73277e-15,1.96084e-15,5.88819e-15,2.08387e-15,-999.0,1.03376e-14,3.28403e-15,-999.0,9.37182e-15,3.82853e-15,-999.0,4252536,-3.0116809327510055,0.35517128055733466,23.251323699951172,0.08848147839307785,0.03299841284751892,2.9253687858581543,0
644,2689,-3.3988333333334135,0.3209608333333333,3.29e+20,1.695,+0.10/-0.09,15697.7,8.348330000000003e-14,3.48301e-15,3.14475e-13,1.56739e-14,-999.0,1.00171e-13,9.44883e-15,-999.0,6.18447e-14,8.12771e-15,-999.0,4249676,-3.397681274204558,0.3206393883186593,18.979177474975586,0.001938777742907405,0.9820630550384521,2.269803524017334,0
645,2690,-3.20905833333336,0.4817541666666666,3.32e+20,0.8,-999/-999,71070.0,1.0847e-14,2.1024e-15,6.15405e-15,2.09971e-15,-999.0,1.38143e-14,3.74903e-15,-999.0,7.82452e-15,3.43772e-15,-999.0,4263085,-3.2084163287466936,0.48234520719199303,20.957378387451172,0.00942841824144125,0.9733267426490784,2.2846250534057617,0
646,2715,5.370200000000012,-0.8448533333333333,2.81e+20,1.14,+0.13/-0.11,17666.2,1.61258e-13,1.0040999999999999e-14,1.64469e-13,1.67073e-14,-999.0,2.29525e-13,2.26633e-14,-999.0,1.4993499999999996e-13,2.15651e-14,-999.0,15430109,5.370968858301037,-0.8446874537642265,17.35165023803711,0.0015025802422314882,0.02862974815070629,10.926616668701172,0
647,2716,5.3928333333333285,-0.8097350000000001,2.8e+20,0.8,-999/-999,17563.5,1.3622700000000001e-14,4.2687e-15,3.72175e-15,2.99794e-15,-999.0,1.35017e-14,6.90873e-15,-999.0,2.4602099999999998e-14,1.1266500000000001e-14,-999.0,15432877,5.392131253037803,-0.8096540120556466,22.713144302368164,0.06340992450714111,0.00016457661695312709,5.395520210266113,0
648,2720,5.4392,-0.9142908333333334,2.79e+20,0.8,-999/-999,16506.3,2.33454e-14,5.3683500000000005e-15,1.4621299999999998e-14,5.75421e-15,-999.0,1.06156e-14,5.74421e-15,-999.0,4.2985500000000004e-14,1.46715e-14,-999.0,15422820,5.439721007956743,-0.915199864146364,20.57162094116211,0.007187593728303909,0.9546952843666077,2.597321033477783,0
649,2722,5.3515625,-0.8115586111111112,2.81e+20,0.8,-999/-999,17699.9,1.1666e-14,4.1325e-15,4.1455599999999995e-15,3.2621200000000002e-15,-999.0,1.80355e-14,8.27958e-15,-999.0,9.12744e-15,7.18234e-15,-999.0,15432593,5.351341812188609,-0.8109999722390113,24.597763061523438,0.15982480347156525,0.43185439705848694,3.061330556869507,0
650,2724,5.337270833333322,-0.8279941666666667,2.82e+20,0.8,-999/-999,17268.1,2.12901e-14,5.2364e-15,1.41852e-14,5.58395e-15,-999.0,3.42685e-14,1.0403e-14,-999.0,2.37781e-14,-2.04536e-11,6.87534e-14,15430654,5.337513004998526,-0.8290688407162254,21.73141860961914,0.02425185963511467,0.01547350361943245,4.3527960777282715,2
651,2725,5.457337499999994,-0.9172633333333332,2.78e+20,0.8,-999/-999,17206.5,3.74024e-14,6.605280000000001e-15,4.42644e-14,9.64148e-15,-999.0,1.83695e-14,7.54575e-15,-999.0,2.09212e-14,9.82214e-15,-999.0,15422976,5.458976765996014,-0.9173575058986471,17.751934051513672,0.0013094794703647494,0.02868003398180008,6.376513481140137,2
652,2726,5.4759916666666575,-0.9056597222222222,2.78e+20,0.8,-999/-999,17343.1,3.1154900000000006e-14,6.05484e-15,2.6319400000000002e-14,7.44902e-15,-999.0,2.29423e-14,8.326220000000001e-15,-999.0,2.903540000000001e-14,1.13792e-14,-999.0,15423555,5.476565579710406,-0.9054026971658813,20.333053588867188,0.007224318105727434,0.06762954592704773,3.7544972896575928,0
653,2727,5.3069500000000005,-0.8397319444444444,2.83e+20,0.8,-999/-999,18549.6,2.0662200000000002e-14,4.96224e-15,7.87261e-15,4.10788e-15,-999.0,1.90015e-14,7.489870000000003e-15,-999.0,3.46144e-14,1.2711e-14,-999.0,15429502,5.3082577355080796,-0.8390763558770893,23.983354568481445,0.13239066302776337,0.06815028190612793,3.2029781341552734,0
654,2728,5.455554166666674,-0.7706833333333334,2.77e+20,0.8,-999/-999,17793.7,1.18357e-14,4.1268e-15,1.14466e-14,5.42079e-15,-999.0,1.10956e-14,6.50202e-15,-999.0,4.2132599999999986e-15,4.78922e-15,-999.0,15436935,5.455287232415843,-0.7703780664045544,21.849796295166016,0.023226063698530197,0.9844617247581482,2.400665283203125,0
655,2730,5.259254166666665,-0.8330561111111111,2.84e+20,0.8,-999/-999,13957.0,2.24623e-14,5.5156000000000015e-15,6.65472e-15,3.96143e-15,-999.0,2.89014e-14,1.01036e-14,-999.0,2.924820000000001e-14,1.2436399999999998e-14,-999.0,15248739,5.257884287393772,-0.8335140128300954,24.332563400268555,0.1380857229232788,0.007364971097558737,2.4236130714416504,0
656,2731,5.553741666666667,-0.8091044444444445,2.74e+20,0.8,-999/-999,18556.2,7.42893e-14,9.894240000000001e-15,7.3093e-14,1.30462e-14,-999.0,5.3224e-14,1.3332599999999999e-14,-999.0,4.85252e-14,1.5947e-14,-999.0,15433459,5.554149339473317,-0.8090391862326765,18.586870193481445,0.002904570894315839,0.028626658022403717,6.602784156799316,2
657,2732,5.557358333333327,-0.8147480555555556,2.74e+20,0.8,-999/-999,18650.3,3.22525e-14,6.458740000000001e-15,4.7608999999999996e-14,1.03226e-14,-999.0,2.31086e-14,-1.6647999999999998e-11,9.14133e-14,2.10759e-14,1.05002e-14,-999.0,15432161,5.558777732765037,-0.8152007185244676,23.27552032470703,0.0834243893623352,0.05578317120671272,3.452979564666748,0
658,2735,5.550191666666677,-0.7432108333333333,2.75e+20,0.8,-999/-999,17113.6,3.48599e-14,7.14792e-15,2.3163e-14,7.83385e-15,-999.0,1.12418e-14,6.550020000000001e-15,-999.0,6.831480000000001e-14,1.99072e-14,-999.0,15439408,5.550249278479758,-0.7430422997812612,22.45644760131836,0.07380469888448715,0.006451073568314314,5.421594142913818,1
659,2769,28.752458333333326,0.8301830555555555,2.72e+20,0.8,-999/-999,2361.8,5.97342e-14,2.0598e-14,1.51013e-14,1.4104900000000001e-14,-999.0,1.3216099999999999e-13,5.08722e-14,-999.0,0.0,-8.07033e-11,2.21207e-13,12455140,28.752444679091337,0.8306861727357299,22.79960060119629,0.04086405038833618,0.30528444051742554,2.659503221511841,0
660,2770,28.868995833333315,0.6934902777777778,2.67e+20,0.8,-999/-999,2369.4,5.51884e-14,2.0562e-14,1.39214e-14,-3.62621e-11,1.07285e-13,2.37799e-14,2.22848e-14,-999.0,1.80734e-13,7.299389999999998e-14,-999.0,12440720,28.869463643892065,0.6938478015858983,17.971851348876953,0.002018624683842063,0.028628425672650337,6.876317501068115,0
